Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A1L3X0	A1L3X0	1	1	1	Elongation of very long chain fatty acids protein 7	ELOVL7	ELOV7_HUMAN Elongation of very long chain fatty acids protein 7 OS=Homo sapiens GN=ELOVL7 PE=1 SV=1	1	1	1	1	4.3	4.3	4.3	33.356	281	281	0.24922	0.54835	242310	233200	4646	4373.1	306.73	1448.1	1573	1365.8	2099.5	1372.6	2093.7	1432.9	0	0	0	0	224500	216600	21681	20244	1102.3	2133.1	1539.1	1388.7	2111.3	1382.1	2041.7	1408.8	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	88851000	1				0	3086	True	3092	3506	3584	3584		
A2RUB1	A2RUB1	1	1	1	Uncharacterized protein C17orf104	C17orf104	MEIOC_HUMAN Meiosis-specific coiled-coil domain-containing protein MEIOC OS=Homo sapiens GN=MEIOC PE=2 SV=3	1	1	1	1	0.7	0.7	0.7	107.56	952	952	0.44436	0.21801	182210	255500	1897.3	6411.3	1277.1	1940.7	876.45	2246.3	1315.2	2186.8	1081.8	1350.5	0	361.08	0	0	168800	237320	14831	23692	1703.4	2785.7	915.05	2257.6	1310.8	2182.7	1063.3	1370.4	0	380.87	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	5064800	1				1	3728	True	3731	4208	4291	4291		
A2VDF0	A2VDF0	1	1	1	Fucose mutarotase	FUOM	FUCM_HUMAN Fucose mutarotase OS=Homo sapiens GN=FUOM PE=1 SV=2	1	1	1	1	5.8	5.8	5.8	16.765	154	154	0.52129	-0.27318	149140	241150	2082.6	5863.9	179.4	809.41	1017.7	1186.9	1132.4	1855.7	515.86	1834.4	0	0	0	0	138170	223990	12622	22171	622.82	1640.5	987.05	1204.2	1125.2	1836.9	525.71	1806.7	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	9840700	1				2	2045	True	2047	2342	2381	2381		
A2VDJ0	A2VDJ0	1	1	1	Transmembrane protein 131-like	KIAA0922	T131L_HUMAN Transmembrane protein 131-like OS=Homo sapiens GN=TMEM131L PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	179.34	1609	1609	0.19358	0.58036	17310	21946	0	590	0	0	0	0	0	230.73	0	438.53	0	0	0	0	16034	20385	1096.3	2068.9	0	0	0	0	0	227.03	0	424.26	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1723300	1				3	972	True	971	1119	1142	1142		
A3KMH1	A3KMH1	1	1	1	von Willebrand factor A domain-containing protein 8	VWA8	VWA8_HUMAN von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	214.82	1905	1905	0.3687	0.46717	222360	142220	2950.2	448.89	589.39	1389.1	1199.9	618.64	1518.2	728.86	1380.9	1730.9	0	0	0	0	206010	132080	18678	10289	1213.4	1632	1188.5	667.97	1525.4	753.04	1351.6	1668.6	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	63055000	1				4	2863	True	2868	3256	3333	3333		
A4D0S4	A4D0S4	1	1	1	Laminin subunit beta-4	LAMB4	LAMB4_HUMAN Laminin subunit beta-4 OS=Homo sapiens GN=LAMB4 PE=2 SV=1	1	1	1	1	0.8	0.8	0.8	193.54	1761	1761	0.4447	0.22084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				5	3359	True	3361	3801	3882	3882		
Q8IX94;Q86UF2;P0CG41;A4FU28;A4D2H0	Q8IX94;Q86UF2;P0CG41;A4FU28;A4D2H0	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	cTAGE family member 4;cTAGE family member 6;cTAGE family member 8;cTAGE family member 9;cTAGE family member 15	CTAGE4;CTAGE6;CTAGE8;CTAGE9;CTAGE15	CTGE4_HUMAN cTAGE family member 4 OS=Homo sapiens GN=CTAGE4 PE=2 SV=3;CTGE6_HUMAN cTAGE family member 6 OS=Homo sapiens GN=CTAGE6 PE=2 SV=2;CTGE8_HUMAN cTAGE family member 8 OS=Homo sapiens GN=CTAGE8 PE=3 SV=1;CTGE9_HUMAN cTAGE family member 9 OS=Homo sapi	5	1	1	1	1.4	1.4	1.4	87.988	777	777;777;777;777;777	0.2416	0.55521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				6	3669	True	3672	4144	4227	4227		
A4FU69	A4FU69	1	1	1	EF-hand calcium-binding domain-containing protein 5	EFCAB5	EFCB5_HUMAN EF-hand calcium-binding domain-containing protein 5 OS=Homo sapiens GN=EFCAB5 PE=1 SV=3	1	1	1	1	0.5	0.5	0.5	173.4	1503	1503	0.52895	-0.30893	284880	629820	6071	21320	1390.8	1683.3	1661.7	4779.4	2265.5	5257.3	2700.5	3921.7	307.72	0	0	0	263940	585050	26069	63489	1611.8	4291	1682.2	4705.6	2293.3	5233.4	2629.1	3909	340.39	0	0	0	2	2	2	2	1	2	2	2	2	2	2	2	1	0	0	0	48775000	2				7	247	True	243	268;269	272;273	272		
A5PLN7	A5PLN7	1	1	1	Protein FAM149A	FAM149A	F149A_HUMAN Protein FAM149A OS=Homo sapiens GN=FAM149A PE=2 SV=2	1	1	1	1	1.2	1.2	1.2	82.697	773	773	0.51317	-0.25642	263510	310820	4136.5	10629	478.24	1381.6	1930.4	2384.3	2198.9	3455.6	1665.4	3092.1	0	0	0	0	244130	288730	22728	31439	1282.5	2640.7	1881.3	2397.4	2206	3420.2	1643.6	3057.1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	19888000	1				8	2779	True	2784	3153	3224	3224		
A5YKK6	A5YKK6	1	1	1	CCR4-NOT transcription complex subunit 1	CNOT1	CNOT1_HUMAN CCR4-NOT transcription complex subunit 1 OS=Homo sapiens GN=CNOT1 PE=1 SV=2	1	1	1	1	0.3	0.3	0.3	266.94	2376	2376	0.53144	-0.32152	196700	275590	5444.9	10306	220.01	517.75	1000.2	2072.9	1283.1	2432	1202.7	2211.3	0	0	0	0	182250	256010	19156	28686	964.53	1733.1	982.15	2035.9	1289.5	2424.3	1175.7	2185.1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	15545000	1				9	5220	True	5218	5877	5980	5980		
