Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A1IGU5	A1IGU5	1	1	1	Rho guanine nucleotide exchange factor 37	ARHGEF37	ARH37_HUMAN Rho guanine nucleotide exchange factor 37 OS=Homo sapiens GN=ARHGEF37 PE=2 SV=2	1	1	1	1	1	1	1	76.277	675	675	0.25185	0.12314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				0	1612	True	1613	1762	1806	1806		
A1L390	A1L390	1	1	1	Pleckstrin homology domain-containing family G member 3	PLEKHG3	PKHG3_HUMAN Pleckstrin homology domain-containing family G member 3 OS=Homo sapiens GN=PLEKHG3 PE=1 SV=1	1	1	1	1	0.6	0.6	0.6	134.41	1219	1219	0.11165	0.22021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				1	1530	True	1531	1669	1712	1712		
A2AJT9	A2AJT9	1	1	1	Uncharacterized protein CXorf23	CXorf23	CX023_HUMAN Uncharacterized protein CXorf23 OS=Homo sapiens GN=CXorf23 PE=1 SV=1	1	1	1	1	1.1	1.1	1.1	83.87	711	711	0.14027	0.19289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				2	1588	True	1589	1734	1778	1778		
A3KMH1	A3KMH1	1	1	1	von Willebrand factor A domain-containing protein 8	VWA8	VWA8_HUMAN von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	214.82	1905	1905	0.44819	-0.1417	96135	76417	0	0	2731.6	3426.6	3506.6	2985.2	4643.1	3644.8	2878.1	3821.8	0	0	0	0	89049	70957	5781.5	4022.3	2755.8	3341.1	3513	3049.3	4612	3642.7	2871	3756.6	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	3762000	1				3	894	True	898	975	1006	1006		
A4D0S4	A4D0S4	1	1	1	Laminin subunit beta-4	LAMB4	LAMB4_HUMAN Laminin subunit beta-4 OS=Homo sapiens GN=LAMB4 PE=2 SV=1	1	1	1	1	0.7	0.7	0.7	193.54	1761	1761	0.25735	0.11674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				4	371	True	372	412	430	430		
Q8IX94;Q86UF2;P0CG41;A4FU28;A4D2H0	Q8IX94;Q86UF2;P0CG41;A4FU28;A4D2H0	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	cTAGE family member 4;cTAGE family member 6;cTAGE family member 8;cTAGE family member 9;cTAGE family member 15	CTAGE4;CTAGE6;CTAGE8;CTAGE9;CTAGE15	CTGE4_HUMAN cTAGE family member 4 OS=Homo sapiens GN=CTAGE4 PE=2 SV=3;CTGE6_HUMAN cTAGE family member 6 OS=Homo sapiens GN=CTAGE6 PE=2 SV=2;CTGE8_HUMAN cTAGE family member 8 OS=Homo sapiens GN=CTAGE8 PE=3 SV=1;CTGE9_HUMAN cTAGE family member 9 OS=Homo sapi	5	1	1	1	1.8	1.8	1.8	87.988	777	777;777;777;777;777	0.42105	-0.11307	19073	40942	729.91	876.58	524.25	1268.7	909.63	2171	788.29	1369.1	867.81	1605.9	0	0	0	0	17673	38028	2053.6	3674.5	594.76	1373.4	893.38	2124.2	810.44	1417	843.5	1573.4	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	3883500	1				5	955	True	960	1041	1073	1073		
A5PLL1	A5PLL1	1	1	1	Ankyrin repeat domain-containing protein 34B	ANKRD34B	AN34B_HUMAN Ankyrin repeat domain-containing protein 34B OS=Homo sapiens GN=ANKRD34B PE=2 SV=3	1	1	1	1	2.1	2.1	2.1	56.414	514	514	0.41622	-0.043022	49902	50203	624.03	0	1549.2	1906.1	2217.8	2508.5	1877.8	2078.2	2147.7	2872.8	0	280.73	0	0	46232	46621	4178.7	3301.2	1639.6	1928.2	2188.9	2488.6	1936	2128	2084.9	2809	0	344	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	2176400	1				6	1358	True	1359	1472	1509	1509		
A5PLN7	A5PLN7	1	1	1	Protein FAM149A	FAM149A	F149A_HUMAN Protein FAM149A OS=Homo sapiens GN=FAM149A PE=2 SV=2	1	1	1	1	1.2	1.2	1.2	82.697	773	773	0.49814	-0.92753	43835	51827	463.83	563.4	1348.1	2001.4	1467.1	1988.6	2082.7	3766.3	1943.8	2805.7	0	333.22	0	671.95	40611	48134	3590.9	4145.6	1412.8	2058.8	1485.5	2053.4	2086.7	3689.1	1900.3	2808.1	0	423.52	0	638.85	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1348700	1				7	846	True	850	915	942	942		
A6ND91	A6ND91	1	1	1	Putative L-aspartate dehydrogenase	ASPDH	ASPD_HUMAN Putative L-aspartate dehydrogenase OS=Homo sapiens GN=ASPDH PE=1 SV=2	1	1	1	1	2.8	2.8	2.8	29.946	283	283	0.49046	-0.87073	77777	127140	0	236.58	1547.7	5219.1	2606.9	5150.9	3819	6471.9	2420.4	4972.6	0	301.4	0	0	72045	118070	5019.2	9109.8	1627.8	5273.8	2597.5	5233.3	3781.9	6418	2411.1	4958	0	420.39	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	11468000	1				8	1478	True	1480	1611	1654	1654		
A6NFK2	A6NFK2	1	1	1	Glutaredoxin domain-containing cysteine-rich protein 2	GRXCR2	GRCR2_HUMAN Glutaredoxin domain-containing cysteine-rich protein 2 OS=Homo sapiens GN=GRXCR2 PE=3 SV=1	1	1	1	1	2.8	2.8	2.8	28.283	248	248	0.46638	-0.42907	4465.9	84766	0	0	0	3087.8	0	4324.6	0	4272.1	0	4019.8	0	339.44	0	0	4137	78714	0	5024.8	0	3099.2	0	4296	0	4293.2	0	3977.4	0	430.92	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	2928500	1				9	1081	True	1084	1180	1213	1213		
Q8NFV5;A6NIY4	Q8NFV5;A6NIY4	1;1	1;1	1;1	Speedy protein E1;Putative speedy protein E5	SPDYE1;SPDYE5	SPDE1_HUMAN Speedy protein E1 OS=Homo sapiens GN=SPDYE1 PE=2 SV=3;SPDE5_HUMAN Putative speedy protein E5 OS=Homo sapiens GN=SPDYE5 PE=5 SV=2	2	1	1	1	2.4	2.4	2.4	40.667	336	336;337	0.11682	0.20537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				10	1248	True	1250	1356	1391	1391		
P62834;P61224;A6NIZ1	P62834;P61224;A6NIZ1	1;1;1	1;1;1	1;1;1	Ras-related protein Rap-1A;Ras-related protein Rap-1b;Ras-related protein Rap-1b-like protein	RAP1A;RAP1B	RAP1A_HUMAN Ras-related protein Rap-1A OS=Homo sapiens GN=RAP1A PE=1 SV=1;RAP1B_HUMAN Ras-related protein Rap-1b OS=Homo sapiens GN=RAP1B PE=1 SV=1;RP1BL_HUMAN Ras-related protein Rap-1b-like protein OS=Homo sapiens PE=2 SV=1	3	1	1	1	4.3	4.3	4.3	20.987	184	184;184;184	0.47699	-0.62988	12278	20930	0	144.26	363.33	749.73	363.96	947.12	287.99	1668.1	932.2	868.15	0	0	0	0	11370	19438	447.99	1596.6	344.31	774.77	363.77	963.78	318.99	1627.5	885.47	882.93	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1589900	1				11	375	True	376	416	434	434		
A6NLU5	A6NLU5	1	1	1	V-set and transmembrane domain-containing protein 2B	VSTM2B	VTM2B_HUMAN V-set and transmembrane domain-containing protein 2B OS=Homo sapiens GN=VSTM2B PE=3 SV=2	1	1	1	1	2.5	2.5	2.5	30.297	285	285	0.52228	-1.0506	20498	18318	0	0	763.37	591.32	517.9	585.67	1194.6	1414.6	924.62	1102.8	0	0	0	0	18989	17009	1459.9	930.69	767	581.03	550.13	612.05	1175.6	1379.6	911.18	1096.5	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1371800	1				12	598	True	600	650	671	671		
O60309;A6NMS7;A6NM11	O60309;A6NMS7;A6NM11	1;1;1	1;1;1	1;1;1	Leucine-rich repeat-containing protein 37A3;Leucine-rich repeat-containing protein 37A;Leucine-rich repeat-containing protein 37A2	LRRC37A3;LRRC37A;LRRC37A2	L37A3_HUMAN Leucine-rich repeat-containing protein 37A3 OS=Homo sapiens GN=LRRC37A3 PE=2 SV=2;L37A1_HUMAN Leucine-rich repeat-containing protein 37A OS=Homo sapiens GN=LRRC37A PE=2 SV=3;L37A2_HUMAN Leucine-rich repeat-containing protein 37A2 OS=Homo sapien	3	1	1	1	0.4	0.4	0.4	180.62	1634	1634;1700;1700	0.22177	0.13286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				13	1181	True	1184	1286	1321	1321		
