Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0AVF1	A0AVF1	1	1	1	Intraflagellar transport protein 56	TTC26	IFT56_HUMAN Intraflagellar transport protein 56 OS=Homo sapiens GN=TTC26 PE=2 SV=1	1	1	1	1	1.3	1.3	1.3	64.177	554	554	0.5	0.12513	83475	94957	1141.8	1515	2299.4	4014	4263.9	5164.9	3628.4	5508.3	3063.7	5818.1	0	997.92	0	245.92	77336	88195	7078.9	8054	2487.5	4159.7	4173.9	5162.6	3701.5	5533.6	3009.1	5748.1	0	1118.2	0	247.48	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	9107900	1				0	330	True	331	366	382	382		
A3KMH1	A3KMH1	1	1	1	von Willebrand factor A domain-containing protein 8	VWA8	VWA8_HUMAN von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	214.82	1905	1905	0.46667	0.16955	87179	58771	0	0	3482.8	2705.1	4142.5	3107.5	4179.2	3713.2	3961	3631.7	0	0	0	0	80758	54574	5916.8	3254.3	3505	2663.7	4132.1	3128.5	4244.4	3706.8	3871	3578.6	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	2501000	1				1	708	True	711	771	796	796		
A5D8W1	A5D8W1	1	1	1	Cilia- and flagella-associated protein 69	CFAP69	CFA69_HUMAN Cilia- and flagella-associated protein 69 OS=Homo sapiens GN=CFAP69 PE=2 SV=3	1	1	1	1	1.3	1.3	1.3	105.88	941	941	0.010204	1.3895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				2	146	True	144	156	162	162		
A6ND91	A6ND91	1	1	1	Putative L-aspartate dehydrogenase	ASPDH	ASPD_HUMAN Putative L-aspartate dehydrogenase OS=Homo sapiens GN=ASPDH PE=1 SV=2	1	1	1	1	2.8	2.8	2.8	29.946	283	283	0.4447	0.22623	84930	124110	319.2	0	2812.6	5103.8	3624.8	6370.5	5038.6	7462.3	4455.9	8072.8	0	638.43	0	705.11	78679	115250	6422.6	7886.9	2907	5119.2	3640.4	6389.2	5042.6	7473.6	4366.1	7948.2	0	855.73	0	675.22	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	8749800	1				3	1169	True	1169	1277	1311	1311		
P0DJD0;P0DJD1;Q7Z3J3;A6NKT7;Q99666;O14715;P49792	P0DJD0;P0DJD1;Q7Z3J3;A6NKT7;Q99666;O14715;P49792	1;1;1;1;1;1;1	1;1;1;1;1;1;1	1;1;1;1;1;1;1	RANBP2-like and GRIP domain-containing protein 1;RANBP2-like and GRIP domain-containing protein 2;RanBP2-like and GRIP domain-containing protein 4;RanBP2-like and GRIP domain-containing protein 3;RANBP2-like and GRIP domain-containing protein 5/6;RANBP2-like and GRIP domain-containing protein 8;E3 SUMO-protein ligase RanBP2	RGPD1;RGPD2;RGPD4;RGPD3;RGPD5;RGPD8;RANBP2	RGPD1_HUMAN RANBP2-like and GRIP domain-containing protein 1 OS=Homo sapiens GN=RGPD1 PE=2 SV=1;RGPD2_HUMAN RANBP2-like and GRIP domain-containing protein 2 OS=Homo sapiens GN=RGPD2 PE=2 SV=1;RGPD4_HUMAN RanBP2-like and GRIP domain-containing protein 4 OS=	7	1	1	1	0.7	0.7	0.7	196.66	1748	1748;1756;1758;1758;1765;1765;3224	0.14583	1.2776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				4	776	True	779	845	870	870		
A6NM28	A6NM28	1	1	1	Zinc finger protein 92 homolog	ZFP92	ZFP92_HUMAN Zinc finger protein 92 homolog OS=Homo sapiens GN=ZFP92 PE=2 SV=3	1	1	1	1	1.9	1.9	1.9	45.791	416	416	0.41119	0.31989	36802	44337	405.13	438.54	692.52	2287.5	2023.9	3347.5	1819.9	3190.2	1921.4	2524.8	0	0	0	0	34095	41178	3025.8	3519	793.15	2333.1	1964	3318.4	1864.2	3199.3	1870.3	2510	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	2801000	1				5	9	True	9	10	10	10		
P07355;A6NMY6	P07355;A6NMY6	1;1	1;1	1;1	Annexin A2;Putative annexin A2-like protein	ANXA2;ANXA2P2	ANXA2_HUMAN Annexin A2 OS=Homo sapiens GN=ANXA2 PE=1 SV=2;AXA2L_HUMAN Putative annexin A2-like protein OS=Homo sapiens GN=ANXA2P2 PE=5 SV=2	2	1	1	1	2.1	2.1	2.1	38.604	339	339;339	0.01005	1.3861	89721	131010	59.529	36.673	3964.6	5033.9	4586.7	6079	3871	10189	3869.9	8878.8	0	819.86	0	2028.2	83116	121660	6409.3	8974.3	3990.9	5103.6	4561.7	6185.2	3973.1	10040	3774.7	8818.5	0	1111.2	0	1925.6	2	2	1	1	2	2	2	2	2	2	2	2	0	2	0	2	8393400	2				6	275	True	275	305;306	321;322	321		
Q9NQA3;C4AMC7;Q6VEQ5;A8K0Z3;A8MWX3	Q9NQA3;C4AMC7;Q6VEQ5;A8K0Z3;A8MWX3	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	WAS protein family homolog 6;Putative WAS protein family homolog 3;WAS protein family homolog 2;WAS protein family homolog 1;Putative WAS protein family homolog 4	WASH6P;WASH3P;WASH2P;WASH1;WASH4P	WASH6_HUMAN WAS protein family homolog 6 OS=Homo sapiens GN=WASH6P PE=1 SV=3;WASH3_HUMAN Putative WAS protein family homolog 3 OS=Homo sapiens GN=WASH3P PE=1 SV=2;WASH2_HUMAN WAS protein family homolog 2 OS=Homo sapiens GN=WASH2P PE=2 SV=2;WASH1_HUMAN WASH	5	1	1	1	1.6	1.6	1.6	47.989	447	447;463;465;465;477	0.41337	0.35514	30555	41635	0	0	1878.2	2037.5	1700.7	2006.1	1537.8	2522.4	1466.4	3073.7	0	0	0	518.71	28304	38660	1916	2236.2	1838.5	1991.3	1714	2038.2	1570.7	2528.2	1432.9	3008.5	0	0	0	489.37	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1422100	1				7	863	True	864	939	965	965		
A8K8P3	A8K8P3	1	1	1	Protein SFI1 homolog	SFI1	SFI1_HUMAN Protein SFI1 homolog OS=Homo sapiens GN=SFI1 PE=1 SV=2	1	1	1	1	0.7	0.7	0.7	147.66	1242	1242	0.22414	1.1711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				8	487	True	490	530	549	549		
CON__P00761	CON__P00761	2	2	2				1	2	2	2	12.1	12.1	12.1	24.409	231	231	0	11.316	286720	319060	9921.6	20432	10671	25147	11561	19515	14890	22217	12673	22081	360.75	6346.3	0	804.24	265670	296450	28601	41471	11356	25886	11676	20076	14926	22241	12453	21937	430.32	6681.3	0	774.6	8	8	5	8	8	8	8	8	8	8	8	8	1	8	0	2	99286000	8			+	9	662;1132	True;True	665;1133	710;711;712;713;1236	735;736;737;738;1267;1268;1269;1270	735;1269		
