Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q8IZP1;Q6IPX1;Q6DHY5;P0C7X1;B9A6J9;A6NER0;A6NDS4;A0A087X1G2;A0A087X179;A0A087WXS9;A0A087WVF3;P35125	Q8IZP1;Q6IPX1;Q6DHY5;P0C7X1;B9A6J9;A6NER0;A6NDS4;A0A087X1G2;A0A087X179;A0A087WXS9;A0A087WVF3;P35125	1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	TBC1 domain family member 3;TBC1 domain family member 3C;TBC1 domain family member 3G;TBC1 domain family member 3H;TBC1 domain family member 3L;TBC1 domain family member 3F;TBC1 domain family member 3B;TBC1 domain family member 3K;TBC1 domain family member 3E;TBC1 domain family member 3I;TBC1 domain family member 3D;Ubiquitin carboxyl-terminal hydrolase 6	TBC1D3;TBC1D3C;TBC1D3G;TBC1D3H;TBC1D3L;TBC1D3F;TBC1D3B;TBC1D3K;TBC1D3E;TBC1D3I;TBC1D3D;USP6	TBC3A_HUMAN TBC1 domain family member 3 OS=Homo sapiens GN=TBC1D3 PE=1 SV=6;TBC3C_HUMAN TBC1 domain family member 3C OS=Homo sapiens GN=TBC1D3C PE=2 SV=3;TBC3G_HUMAN TBC1 domain family member 3G OS=Homo sapiens GN=TBC1D3G PE=2 SV=2;TBC3H_HUMAN TBC1 domain 	12	1	1	1	1.3	1.3	1.3	62.186	549	549;549;549;549;549;549;549;549;549;549;549;1406	0.52032	-0.12062	277180	181510	206.32	0	494.52	8.5486	526.83	737.17	501.57	0	446.01	0	0	0	0	0	256770	168570	20048	12549	1052.2	393.14	527.66	686.83	509.79	0	437.04	0	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	12346000	1				0	238	True	239	260	264	264		
A0AVT1	A0AVT1	1	1	1	Ubiquitin-like modifier-activating enzyme 6	UBA6	UBA6_HUMAN Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens GN=UBA6 PE=1 SV=1	1	1	1	1	0.7	0.7	0.7	117.97	1052	1052	0.51472	-0.061192	1098700	3541900	0	0	0	3732.4	2579	11850	1801.4	9375.4	2987.1	11187	0	1383.9	0	0	1017800	3289100	0	229390	0	9921.2	2445.6	11448	1908.2	9576.2	2870.1	10994	0	1617.5	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	0	92535000	1				1	3167	True	3178	3540	3595	3595		
A1A4S6	A1A4S6	1	1	1	Rho GTPase-activating protein 10	ARHGAP10	RHG10_HUMAN Rho GTPase-activating protein 10 OS=Homo sapiens GN=ARHGAP10 PE=1 SV=1	1	1	1	1	0.9	0.9	0.9	89.374	786	786	0.43482	0.15807	429260	825620	0	0	671.77	342.94	1131.3	2719.1	1282.5	3349.4	1003.9	1647.9	0	573.24	0	0	397600	766720	24656	54643	1125.6	1897.6	1108.4	2632.1	1288.4	3299.9	989.23	1699.8	0	591.61	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	37573000	1				2	1349	True	1357	1514	1546	1546		
A1X283	A1X283	1	1	1	SH3 and PX domain-containing protein 2B	SH3PXD2B	SPD2B_HUMAN SH3 and PX domain-containing protein 2B OS=Homo sapiens GN=SH3PXD2B PE=1 SV=3	1	1	1	1	0.8	0.8	0.8	101.58	911	911	0.44427	0.14673	793510	785340	6175.4	9897.3	0	543.76	1196.2	1453.9	2579	2388.5	1994.5	2040.9	0	0	0	0	735120	729390	62569	63619	0	2760	1187.7	1459	2539.8	2353.1	1965.7	2021.5	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	29236000	1				3	4591	True	4612	5090	5158	5158		
A2RUC4	A2RUC4	1	1	1	tRNA wybutosine-synthesizing protein 5	TYW5	TYW5_HUMAN tRNA wybutosine-synthesizing protein 5 OS=Homo sapiens GN=TYW5 PE=1 SV=1	1	1	1	1	2.5	2.5	2.5	36.547	315	315	0.11995	0.35392	573500	738820	0	2266.9	259.89	345.69	1196.1	1262.5	1469.5	1822.3	1151.1	1636.2	0	0	0	0	531240	686140	37564	53301	1206.5	2002.1	1157.2	1244.5	1471.2	1803.7	1134.1	1617.5	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	20374000	1				4	3495	True	3511	3898	3953	3953		
A2VDF0	A2VDF0	1	1	1	Fucose mutarotase	FUOM	FUCM_HUMAN Fucose mutarotase OS=Homo sapiens GN=FUOM PE=1 SV=2	1	1	1	1	5.8	5.8	5.8	16.765	154	154	0.57286	-0.3718	436850	729770	513.51	3316.5	0	1419.9	1040.3	2197.6	708.26	2785.3	1159.3	2554.1	0	712.46	0	973.75	404680	677750	31762	53666	0	3074.7	986.72	2197.1	750.91	2770.9	1114.3	2547.4	0	792.29	0	929.1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	30252000	1				5	2110	True	2119	2351	2391	2391		
A3KMH1	A3KMH1	2	2	2	von Willebrand factor A domain-containing protein 8	VWA8	VWA8_HUMAN von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 PE=1 SV=2	1	2	2	2	1	1	1	214.82	1905	1905	0.050532	0.46049	1265100	1568800	3027.4	8519.1	1096.9	2066.5	2301.3	5088.5	3071.9	3475.2	3083.5	3775.9	0	0	0	0	1171900	1457000	89488	112240	1662.5	5485.9	2272	4941.6	3090.6	3570.6	3006.2	3708.5	0	0	0	0	2	2	1	1	1	2	2	2	2	2	2	2	0	0	0	0	79124000	2				6	1295;3149	True;True	1301;3161	1451;3520	1483;3575	1483;3575		
A4D0S4	A4D0S4	1	1	1	Laminin subunit beta-4	LAMB4	LAMB4_HUMAN Laminin subunit beta-4 OS=Homo sapiens GN=LAMB4 PE=2 SV=1	1	1	1	1	1.2	1.2	1.2	193.54	1761	1761	0.43426	0.15994	663640	828580	12437	30246	0	256.29	1725	1902.3	849.44	2661.5	1760.4	2255.9	0	0	0	0	614850	769690	59090	85528	1734.6	3851	1622.7	1899.2	934.56	2633.3	1684	2235.4	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	80777000	1				7	638	True	638	709	718	718		
Q8IX94;Q86UF2;P0CG41;A4FU28;A4D2H0	Q8IX94;Q86UF2;P0CG41;A4FU28;A4D2H0	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	cTAGE family member 4;cTAGE family member 6;cTAGE family member 8;cTAGE family member 9;cTAGE family member 15	CTAGE4;CTAGE6;CTAGE8;CTAGE9;CTAGE15	CTGE4_HUMAN cTAGE family member 4 OS=Homo sapiens GN=CTAGE4 PE=2 SV=3;CTGE6_HUMAN cTAGE family member 6 OS=Homo sapiens GN=CTAGE6 PE=2 SV=2;CTGE8_HUMAN cTAGE family member 8 OS=Homo sapiens GN=CTAGE8 PE=3 SV=1;CTGE9_HUMAN cTAGE family member 9 OS=Homo sapi	5	1	1	1	1.8	1.8	1.8	87.988	777	777;777;777;777;777	0.32113	0.23635	247780	463700	0	0	1282	222.73	0	734.38	535.21	1923.9	442.15	1448.2	0	0	0	0	229520	430600	15907	28937	1582.8	959.83	0	740.33	518.14	1872	434.23	1442.3	0	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	97454000	1				8	3335	True	3347	3718	3773	3773		
A4FU69	A4FU69	1	1	1	EF-hand calcium-binding domain-containing protein 5	EFCAB5	EFCB5_HUMAN EF-hand calcium-binding domain-containing protein 5 OS=Homo sapiens GN=EFCAB5 PE=1 SV=3	1	1	1	1	0.5	0.5	0.5	173.4	1503	1503	0.59218	-0.39494	247370	243950	0	4555.6	380.16	174.52	0	0	381.53	829.27	760.25	1145.4	0	701.41	0	693.25	229150	226590	17388	21138	838.35	944.54	0	0	384.22	806.49	727.21	1139.2	0	731.36	0	664.33	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	1	12845000	1				9	229	True	230	251	255	255		
