Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0A1B0GVQ0	A0A1B0GVQ0	1	1	1			SPAR_HUMAN Small regulatory polypeptide of amino acid response OS=Homo sapiens GN=SPAAR PE=1 SV=2	1	1	1	1	10	10	10	9.6321	90	90	0.13031	0.34619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				0	1837	True	1837	2088	2107	2107		
A0AVI4	A0AVI4	1	1	1	E3 ubiquitin-protein ligase TM129	TMEM129	TM129_HUMAN E3 ubiquitin-protein ligase TM129 OS=Homo sapiens GN=TMEM129 PE=1 SV=1	1	1	1	1	2.8	2.8	2.8	40.463	362	362	0.39919	0.11084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				1	6034	True	6037	6800	6848	6848		
A0MZ66	A0MZ66	1	1	1	Shootin-1	KIAA1598	SHOT1_HUMAN Shootin-1 OS=Homo sapiens GN=SHTN1 PE=1 SV=4	1	1	1	1	1.1	1.1	1.1	71.639	631	631	0.51933	-0.44232	127300	259690	1019.7	3848.5	633.87	0	0	826.84	599.84	0	0	0	0	0	0	0	117930	241200	10072	21569	915.9	629.66	0	767.02	562.72	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	34414000	1				2	4003	True	4008	4497	4532	4532		
A1A4Y4	A1A4Y4	1	1	1	Immunity-related GTPase family M protein	IRGM	IRGM_HUMAN Immunity-related GTPase family M protein OS=Homo sapiens GN=IRGM PE=1 SV=2	1	1	1	1	3.9	3.9	3.9	20.142	181	181	0.23469	0.29894	201640	264820	0	1004.3	984.1	663.74	450.6	0	0	496.59	0	249.36	0	0	0	0	186780	245940	13577	19288	1284.1	1224.6	466.49	0	0	472.71	0	254.04	0	0	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	22556000	1				3	4020	True	4025	4515	4550	4550		
A1A5B4	A1A5B4	1	1	1	Anoctamin-9	ANO9	ANO9_HUMAN Anoctamin-9 OS=Homo sapiens GN=ANO9 PE=1 SV=3	1	1	1	1	0.9	0.9	0.9	90.332	782	782	0.53027	-0.48483	342470	459190	5677.3	8444.2	310.54	279.05	400.77	1045.5	921.83	556.96	687.72	956.54	0	0	0	0	317290	426500	29810	39669	1347.5	1746	420.17	1015.4	906.07	590.36	678.93	927.98	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	32942000	1				4	2643	True	2645	2987	3010	3010		
Q8IVF6;A2A2Z9	Q8IVF6;A2A2Z9	1;1	1;1	1;1	Ankyrin repeat domain-containing protein 18A;Ankyrin repeat domain-containing protein 18B	ANKRD18A;ANKRD18B	AN18A_HUMAN Ankyrin repeat domain-containing protein 18A OS=Homo sapiens GN=ANKRD18A PE=2 SV=3;AN18B_HUMAN Ankyrin repeat domain-containing protein 18B OS=Homo sapiens GN=ANKRD18B PE=1 SV=1	2	1	1	1	1	1	1	115.6	992	992;1011	0.42538	-0.0033173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				5	4371	True	4376	4908	4943	4943		
A2A3N6	A2A3N6	1	1	1	Putative PIP5K1A and PSMD4-like protein	PIPSL	PIPSL_HUMAN Putative PIP5K1A and PSMD4-like protein OS=Homo sapiens GN=PIPSL PE=5 SV=1	1	1	1	1	0.8	0.8	0.8	95.047	862	862	0.30721	0.25351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				6	3145	True	3148	3537	3568	3568		
A2RU67	A2RU67	1	1	1	Uncharacterized protein KIAA1467	KIAA1467	F234B_HUMAN Protein FAM234B OS=Homo sapiens GN=FAM234B PE=1 SV=1	1	1	1	1	2.7	2.7	2.7	67.038	622	622	0.33234	0.23089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				7	6027	True	6030	6793	6841	6841		
A2VDF0	A2VDF0	2	2	2	Fucose mutarotase	FUOM	FUCM_HUMAN Fucose mutarotase OS=Homo sapiens GN=FUOM PE=1 SV=2	1	2	2	2	12.3	12.3	12.3	16.765	154	154	0.52944	-0.48687	246570	568120	4446.6	7574	2379	110.59	0	1666.2	0	1546.9	346.65	1122.9	0	0	0	0	228440	527650	21823	46407	3003.5	1771.1	0	1608.8	0	1549.8	325.31	1120.9	0	0	0	0	2	2	2	2	2	2	0	2	0	2	1	2	0	0	0	0	147480000	2				8	2326;4468	True;True	2326;4473	2627;5014	2646;5052	2646;5052		
A4D2B8	A4D2B8	1	1	1	Putative postmeiotic segregation increased 2-like protein 1	PMS2P1	PM2P1_HUMAN Putative postmeiotic segregation increased 2-like protein 1 OS=Homo sapiens GN=PMS2P1 PE=5 SV=1	1	1	1	1	1.6	1.6	1.6	47.507	440	440	0.13576	0.34453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				9	4504	True	4510	5051	5089	5089		
