Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0AUZ9	A0AUZ9	1	1	1	KAT8 regulatory NSL complex subunit 1-like protein	KANSL1L	KAL1L_HUMAN KAT8 regulatory NSL complex subunit 1-like protein OS=Homo sapiens GN=KANSL1L PE=1 SV=2	1	1	1	1	0.8	0.8	0.8	112.25	987	987	0.16977	0.58471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				0	2074	True	2076	2279	2334	2334		
A0AVF1	A0AVF1	1	1	1	Intraflagellar transport protein 56	TTC26	IFT56_HUMAN Intraflagellar transport protein 56 OS=Homo sapiens GN=TTC26 PE=2 SV=1	1	1	1	1	1.3	1.3	1.3	64.177	554	554	0.5173	-0.21931	515750	712220	3569.1	5687.1	0	3963.5	2905.8	6205.3	3565.5	6586.7	3510.8	5611.8	0	353.89	0	0	477790	661460	40259	54699	0	5655.6	2799.3	6162.3	3594.1	6584.7	3425.5	5570.9	0	487.28	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	84937000	1				1	1367	True	1368	1503	1541	1541		
A0AVT1	A0AVT1	2	2	2	Ubiquitin-like modifier-activating enzyme 6	UBA6	UBA6_HUMAN Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens GN=UBA6 PE=1 SV=1	1	2	2	2	1.7	1.7	1.7	117.97	1052	1052	0.04451	0.8628	631860	1555800	1644.2	2706.8	579.01	8379.3	4657.4	12069	5160.9	16015	5238.2	14411	0	1860.2	0	737.06	585300	1444800	41906	104550	1056.3	11066	4487.4	12082	5228.8	15900	5105.4	14303	0	2163.3	0	724.26	2	2	1	1	1	2	2	2	2	2	2	2	0	1	0	1	36878000	2				2	2961;5052	True;True	2968;5070	3268;5577	3349;5710	3349;5710		
A0FGR8	A0FGR8	1	1	1	Extended synaptotagmin-2	ESYT2	ESYT2_HUMAN Extended synaptotagmin-2 OS=Homo sapiens GN=ESYT2 PE=1 SV=1	1	1	1	1	1.6	1.6	1.6	102.36	921	921	0.10658	0.66568	902340	905990	549.53	6236.1	3283	5837.6	4181.8	7300.4	6173	7177.1	6349.3	7698.5	0	0	0	0	835890	841420	65176	68660	5040	7863.3	4212.1	7295.7	6196.9	7236.7	6184.3	7562.2	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	47710000	1				3	3437	True	3448	3790	3884	3884		
A0MZ66	A0MZ66	1	1	1	Shootin-1	KIAA1598	SHOT1_HUMAN Shootin-1 OS=Homo sapiens GN=SHTN1 PE=1 SV=4	1	1	1	1	1.1	1.1	1.1	71.639	631	631	0.50092	-0.16511	97279	183390	0	0	1537.3	262.09	624.15	831.87	849.71	1713.9	374.67	2056.7	0	0	0	0	90103	170300	5297	11184	1539.5	537.11	675.63	830.97	839.03	1693.5	382.72	2012.4	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	7332900	1				4	3447	True	3459	3802	3896	3896		
A1A4S6	A1A4S6	1	1	1	Rho GTPase-activating protein 10	ARHGAP10	RHG10_HUMAN Rho GTPase-activating protein 10 OS=Homo sapiens GN=ARHGAP10 PE=1 SV=1	1	1	1	1	0.9	0.9	0.9	89.374	786	786	0.38688	0.38829	175160	345920	0	2204.1	1553.6	1348.6	1348.5	2806.7	1115.8	3231.6	714.71	2180.5	0	687.26	0	0	162250	321260	11728	26040	1785.8	2168.4	1358.3	2770.1	1133	3206.8	711.97	2204.6	0	714.36	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	11211000	1				5	1271	True	1271	1397	1433	1433		
A1L453	A1L453	1	1	1	Serine protease 38	PRSS38	PRS38_HUMAN Serine protease 38 OS=Homo sapiens GN=PRSS38 PE=2 SV=2	1	1	1	1	2.1	2.1	2.1	35.356	326	326	0.52301	-0.24697	196560	249300	0	0	1241.2	1014.2	1086.7	2182.6	1648	2669.6	1421.2	1838.7	0	0	0	0	182070	231510	12248	16191	1464.8	1434	1111.6	2152.1	1644	2643.6	1394	1839.9	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	9748600	1				6	4705	True	4724	5181	5299	5299		
A2IDD5	A2IDD5	1	1	1	Coiled-coil domain-containing protein 78	CCDC78	CCD78_HUMAN Coiled-coil domain-containing protein 78 OS=Homo sapiens GN=CCDC78 PE=2 SV=1	1	1	1	1	2.1	2.1	2.1	48.521	438	438	0.36992	0.40578	134500	132500	0	0	0	853.62	863.11	957.8	309.56	1247.5	1112.9	1247.2	0	0	0	0	124590	123050	9516.6	9188.5	246.87	1090.7	808.98	968.45	367.64	1242.3	1056.2	1227.9	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	4250700	1				7	5	True	5	5	5	5		
A2RUC4	A2RUC4	1	1	1	tRNA wybutosine-synthesizing protein 5	TYW5	TYW5_HUMAN tRNA wybutosine-synthesizing protein 5 OS=Homo sapiens GN=TYW5 PE=1 SV=1	1	1	1	1	2.5	2.5	2.5	36.547	315	315	0.28056	0.50354	251200	315440	0	0	724.16	1765	1302.3	2098.2	2388	3245.8	1225.4	2245.7	0	0	0	0	232700	292940	17359	20621	1176.9	2259.4	1306.7	2126.8	2339.8	3191.3	1237.1	2246.2	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	7345100	1				8	3275	True	3284	3605	3690	3690		
A2VDF0	A2VDF0	1	1	1	Fucose mutarotase	FUOM	FUCM_HUMAN Fucose mutarotase OS=Homo sapiens GN=FUOM PE=1 SV=2	1	1	1	1	5.8	5.8	5.8	16.765	154	154	0.49099	-0.14518	161770	252680	703.75	3432.2	0	615.22	1572.3	1592.5	1574.7	2820.3	733.84	2229.6	0	704.15	0	0	149860	234680	12241	20709	328.19	1341	1498.7	1593.2	1572	2769.5	746.64	2236.6	0	731.62	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	8925000	1				9	1984	True	1986	2178	2228	2228		
