Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0AVF1	A0AVF1	1	1	1	Intraflagellar transport protein 56	TTC26	IFT56_HUMAN Intraflagellar transport protein 56 OS=Homo sapiens GN=TTC26 PE=2 SV=1	1	1	1	1	1.3	1.3	1.3	64.177	554	554	0.53806	-0.94954	113970	153470	0	0	1602	2711.5	1576.1	4262.2	2269.3	3855.1	2331.1	3677	0	0	0	0	105570	142510	6849	9175.5	1678.9	2845.6	1601.7	4206.8	2280.2	3890.3	2270.7	3627.3	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	21038000	1				0	769	True	765	840	874	874		
A3KMH1	A3KMH1	1	1	1	von Willebrand factor A domain-containing protein 8	VWA8	VWA8_HUMAN von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	214.82	1905	1905	0.46429	-0.53485	287870	233800	287.67	933.67	3943.5	4826.5	5261.3	6021.1	6636.2	4837.5	5654.9	5403.8	0	196.53	0	0	266670	217120	20429	16368	4379.6	5134.1	5258.4	5982.1	6656.4	4930.6	5550.1	5307.5	0	229.1	0	0	2	2	1	1	2	2	2	2	2	2	2	2	0	1	0	0	9653000	2				1	1640	True	1641	1798;1799	1860;1861	1860		
Q8IX94;Q86UF2;P0CG41;A4FU28;A4D2H0	Q8IX94;Q86UF2;P0CG41;A4FU28;A4D2H0	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	cTAGE family member 4;cTAGE family member 6;cTAGE family member 8;cTAGE family member 9;cTAGE family member 15	CTAGE4;CTAGE6;CTAGE8;CTAGE9;CTAGE15	CTGE4_HUMAN cTAGE family member 4 OS=Homo sapiens GN=CTAGE4 PE=2 SV=3;CTGE6_HUMAN cTAGE family member 6 OS=Homo sapiens GN=CTAGE6 PE=2 SV=2;CTGE8_HUMAN cTAGE family member 8 OS=Homo sapiens GN=CTAGE8 PE=3 SV=1;CTGE9_HUMAN cTAGE family member 9 OS=Homo sapi	5	1	1	1	1.8	1.8	1.8	87.988	777	777;777;777;777;777	0.44787	-0.28441	25767	58030	448.38	0	480.51	1176.1	0	991.41	942.57	1101.3	789.33	1409.5	0	0	0	0	23872	53888	2268.2	3688.2	530.4	1217.9	0	1012.2	911.05	1110.7	774.74	1376.8	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	6144100	1				2	1735	True	1737	1900	1963	1963		
Q6S8J3;A5A3E0;P0CG38;P0CG39;Q6S8J7;Q6S5H5;A6NI47;B2RU33;H3BUK9;Q6S545;Q6S5H4;A0JP26	Q6S8J3;A5A3E0;P0CG38;P0CG39	7;7;6;4;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	POTE ankyrin domain family member E;POTE ankyrin domain family member F;POTE ankyrin domain family member I;POTE ankyrin domain family member J	POTEE;POTEF;POTEI;POTEJ	POTEE_HUMAN POTE ankyrin domain family member E OS=Homo sapiens GN=POTEE PE=2 SV=3;POTEF_HUMAN POTE ankyrin domain family member F OS=Homo sapiens GN=POTEF PE=1 SV=2;POTEI_HUMAN POTE ankyrin domain family member I OS=Homo sapiens GN=POTEI PE=3 SV=1;POTEJ_H	12	7	1	1	6	0.7	0.7	121.36	1075	1075;1075;1075;1038;498;508;508;542;544;545;581;581	0.47922	-0.6494	28689	47547	234.8	0	318.53	1071.7	768.75	1010.3	729.98	1176.9	649.2	1206.9	0	0	0	0	26578	44153	2278.6	2920.7	388.19	1096.6	749.78	1026	741.63	1177.5	636.14	1187.2	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1835500	1				3	103;208;316;317;2030;2138;2419	False;True;False;False;False;False;False	100;205;305;306;2035;2145;2425	110;229;335;336;2232;2350;2648;2649;2650;2651;2652	111;112;113;114;238;344;345;346;347;348;2300;2421;2726;2727;2728;2729;2730;2731	111;238;344;347;2300;2421;2726		
A5PLN7	A5PLN7	1	1	1	Protein FAM149A	FAM149A	F149A_HUMAN Protein FAM149A OS=Homo sapiens GN=FAM149A PE=2 SV=2	1	1	1	1	1.2	1.2	1.2	82.697	773	773	0.53043	-0.89889	89472	112640	0	700.56	1293.6	2830.9	1317.9	1847.1	1478.2	3474.9	1768.8	2906	0	245.27	0	0	82874	104610	5040.4	8495.8	1330.9	2964.5	1325.9	1957	1507.4	3412.5	1714.3	2888	0	311.55	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	2758100	1				4	1569	True	1570	1712	1770	1770		
A5YKK6	A5YKK6	1	1	1	CCR4-NOT transcription complex subunit 1	CNOT1	CNOT1_HUMAN CCR4-NOT transcription complex subunit 1 OS=Homo sapiens GN=CNOT1 PE=1 SV=2	1	1	1	1	0.3	0.3	0.3	266.94	2376	2376	0.5541	-0.98834	155690	192660	73.886	1529.6	1892.1	3862.6	3446.4	4601.3	4482.4	3242.6	2227.8	5369.1	0	721.43	0	770.55	144230	178930	11233	14833	2169.2	4205	3412.6	4572	4435.3	3371.7	2254.9	5236.1	0	865.52	0	737.91	2	2	1	2	2	2	2	2	2	2	2	2	0	2	0	2	7020000	2				5	2939	True	2944	3228;3229	3318;3319	3318		
A5YM72	A5YM72	1	1	1	Carnosine synthase 1	CARNS1	CRNS1_HUMAN Carnosine synthase 1 OS=Homo sapiens GN=CARNS1 PE=1 SV=3	1	1	1	1	1	1	1	88.483	827	827	0.41115	0.01823	343470	245060	0	1093.7	4427.8	5385.1	7055.6	7168.4	7607.2	6866.2	7011	6797.7	0	488.53	0	0	318170	227590	23746	18085	4941.1	5767.7	6975.2	7133.3	7695	6917.7	6859.1	6710.8	0	646.96	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	14900000	1				6	1950	True	1955	2140	2208	2208		
A6ND36	A6ND36	2	2	2	Protein FAM83G	FAM83G	FA83G_HUMAN Protein FAM83G OS=Homo sapiens GN=FAM83G PE=1 SV=2	1	2	2	2	1.7	1.7	1.7	90.834	823	823	0.50801	-0.83035	123600	169770	0	125.89	924.94	3283.1	2419.5	4376.8	2220.8	3025.3	2478.1	4580.6	0	523.8	0	0	114500	157660	8065.2	11805	1118.3	3515.4	2352	4324.8	2277.3	3138.8	2407.4	4471.4	0	621.12	0	0	2	2	0	1	2	2	2	2	2	2	2	2	0	2	0	0	5966000	2				7	631;2175	True;True	623;2182	681;2391	706;2462	706;2462		
A6ND91	A6ND91	1	1	1	Putative L-aspartate dehydrogenase	ASPDH	ASPD_HUMAN Putative L-aspartate dehydrogenase OS=Homo sapiens GN=ASPDH PE=1 SV=2	1	1	1	1	3.5	3.5	3.5	29.946	283	283	0.42814	-0.20638	27905	50318	0	0	0	1351.9	711.69	1574.1	701.06	2201.6	451.74	844.32	308.03	402.52	0	0	25849	46728	1778.1	3284	0	1388.4	679.3	1591.5	705.07	2155.4	461.72	891.27	303.76	407.17	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1957700	1				8	894	True	890	971	1007	1007		
P0CI26;P0CI25;A6NDI0	P0CI26;P0CI25;A6NDI0	1;1;1	1;1;1	1;1;1	Tripartite motif-containing protein 49C;Tripartite motif-containing protein 49;Putative tripartite motif-containing protein 49B	TRIM49C;TRIM49;TRIM49B	TR49C_HUMAN Tripartite motif-containing protein 49C OS=Homo sapiens GN=TRIM49C PE=2 SV=1;TRI49_HUMAN Tripartite motif-containing protein 49 OS=Homo sapiens GN=TRIM49 PE=2 SV=1;TR49B_HUMAN Putative tripartite motif-containing protein 49B OS=Homo sapiens GN=	3	1	1	1	2.7	2.7	2.7	52.933	452	452;452;452	0.22222	0.23785	25362	38487	304.43	541.8	1070.1	626.77	247.56	910.86	446.63	1335.3	513.64	1112.6	0	0	0	0	23497	35746	2113.4	3180.8	1077.8	719.29	295.43	916.04	448.61	1319.3	498.32	1103.2	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	2173200	1				9	1032	True	1028	1117	1154	1154		
