Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0AVF1	A0AVF1	1	1	1	Intraflagellar transport protein 56	TTC26	IFT56_HUMAN Intraflagellar transport protein 56 OS=Homo sapiens GN=TTC26 PE=2 SV=1	1	1	1	1	1.3	1.3	1.3	64.177	554	554	0.49576	-0.16646	131450	202220	3616.3	5236.8	1178.8	1419.5	868.81	1615.1	1215.5	1813.6	1774.8	2267.2	0	0	0	0	121790	187830	12794	18901	1613.6	2102.3	903.71	1632.6	1240.9	1826.5	1710	2216.2	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	4661900	1				0	1274	True	1276	1473	1524	1524		
A1A5B4	A1A5B4	1	1	1	Anoctamin-9	ANO9	ANO9_HUMAN Anoctamin-9 OS=Homo sapiens GN=ANO9 PE=1 SV=3	1	1	1	1	0.9	0.9	0.9	90.332	782	782	0.55006	-0.80456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				1	2064	True	2068	2355	2423	2423		
A2RUC4	A2RUC4	1	1	1	tRNA wybutosine-synthesizing protein 5	TYW5	TYW5_HUMAN tRNA wybutosine-synthesizing protein 5 OS=Homo sapiens GN=TYW5 PE=1 SV=1	1	1	1	1	2.2	2.2	2.2	36.547	315	315	0.51972	-0.34106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				2	775	True	773	892	922	922		
A2VDF0	A2VDF0	1	1	1	Fucose mutarotase	FUOM	FUCM_HUMAN Fucose mutarotase OS=Homo sapiens GN=FUOM PE=1 SV=2	1	1	1	1	5.8	5.8	5.8	16.765	154	154	0.51931	-0.34395	148940	260420	4645.4	7671.1	1105.1	1155.8	1953.5	2890.6	1810.6	2081.3	1477	3535.8	0	0	0	0	138010	241900	15006	25197	1667.5	2153.6	1924.8	2818.3	1837.3	2162.1	1452.8	3430.4	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	4810100	1				3	1808	True	1810	2062	2119	2119		
Q6S8J3;A5A3E0;P0CG38;P0CG39;Q6S8J7;Q6S5H5;A6NI47;B2RU33;H3BUK9;Q6S545;Q6S5H4;A0JP26	Q6S8J3;A5A3E0;P0CG38;P0CG39	7;7;6;4;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	POTE ankyrin domain family member E;POTE ankyrin domain family member F;POTE ankyrin domain family member I;POTE ankyrin domain family member J	POTEE;POTEF;POTEI;POTEJ	POTEE_HUMAN POTE ankyrin domain family member E OS=Homo sapiens GN=POTEE PE=2 SV=3;POTEF_HUMAN POTE ankyrin domain family member F OS=Homo sapiens GN=POTEF PE=1 SV=2;POTEI_HUMAN POTE ankyrin domain family member I OS=Homo sapiens GN=POTEI PE=3 SV=1;POTEJ_H	12	7	1	1	6	0.7	0.7	121.36	1075	1075;1075;1075;1038;498;508;508;542;544;545;581;581	0.0087566	0.8852	118950	160930	1020.8	1657.5	812.89	1094.1	1152.6	1484.7	2027.7	1607.1	1228	2266.8	0	0	0	0	110190	149460	9480.1	12708	1092.3	1488.6	1165.4	1483.9	1995.6	1626.8	1226.5	2208.5	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	6292000	1				4	195;357;515;516;3229;3387;3834	False;True;False;False;False;False;False	194;356;511;512;3234;3393;3838	216;217;412;583;584;3644;3822;4311;4312;4313;4314;4315;4316	218;219;220;221;222;425;598;599;600;601;3746;3928;4424;4425;4426;4427;4428;4429;4430	218;425;598;599;3746;3928;4424		
A5PLN7	A5PLN7	1	1	1	Protein FAM149A	FAM149A	F149A_HUMAN Protein FAM149A OS=Homo sapiens GN=FAM149A PE=2 SV=2	1	1	1	1	1.2	1.2	1.2	82.697	773	773	0.51435	-0.33385	265450	308700	2132.6	8565.5	1166.2	2178.6	1544.4	3642.3	2692.8	3183	2880.5	3237.9	337.62	224.11	0	0	245910	286740	21010	29388	1798.9	3281.7	1567	3599.9	2694.4	3222.3	2814.6	3193.3	397.65	299.93	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	6716500	1				5	2493	True	2498	2827	2917	2917		
I6L899;F8WBI6;A6NCC3	I6L899;F8WBI6;A6NCC3	1;1;1	1;1;1	1;1;1	Golgin subfamily A member 8R;Golgin subfamily A member 8N;Golgin subfamily A member 8O	GOLGA8R;GOLGA8N;GOLGA8O	GOG8R_HUMAN Golgin subfamily A member 8R OS=Homo sapiens GN=GOLGA8R PE=3 SV=1;GOG8N_HUMAN Golgin subfamily A member 8N OS=Homo sapiens GN=GOLGA8N PE=3 SV=1;GOG8O_HUMAN Golgin subfamily A member 8O OS=Homo sapiens GN=GOLGA8O PE=1 SV=3	3	1	1	1	1.1	1.1	1.1	71.489	631	631;632;632	0.46839	-0.028657	122570	193730	0	367.27	1587.6	1509.1	773.05	1710.4	1078.6	2047.3	1111.3	2312.6	0	0	0	0	113540	179920	8214.8	13787	1714.7	1869.1	824.69	1724.7	1085.8	2051.1	1082.3	2267.6	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	13132000	1				6	4531	True	4533	5105	5232	5232		
A6NCM1	A6NCM1	1	1	1	IQ and AAA domain-containing protein 1-like	IQCA1L	IQCAL_HUMAN IQ and AAA domain-containing protein 1-like OS=Homo sapiens GN=IQCA1L PE=3 SV=2	1	1	1	1	0.9	0.9	0.9	94.93	817	817	0.46949	-0.044474	176750	198210	359.33	17889	992.2	1002.5	1624.9	1342.7	2093.1	2216.4	1558.8	2235.8	0	0	0	0	163740	184200	13007	30378	1347.5	2482.7	1614.4	1386.6	2089.9	2191.9	1539.6	2200.4	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	7308900	1				7	3382	True	3388	3816	3920	3920		
A6NEE1	A6NEE1	1	1	1	Pleckstrin homology domain-containing family D member 1	PLEKHD1	PLHD1_HUMAN Pleckstrin homology domain-containing family D member 1 OS=Homo sapiens GN=PLEKHD1 PE=2 SV=3	1	1	1	1	1.4	1.4	1.4	59.203	506	506	0.0089127	0.94093	46285	108650	1467.8	1910.3	541.94	1088.5	600.99	813.59	306.26	1294.4	562.54	869.02	0	0	0	0	42886	100910	4688.1	9319	705.29	1377.4	596.07	849.93	334.23	1271.4	539.41	870.58	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	4939600	1				8	880	True	878	1009	1044	1044		
A6NFK2	A6NFK2	1	1	1	Glutaredoxin domain-containing cysteine-rich protein 2	GRXCR2	GRCR2_HUMAN Glutaredoxin domain-containing cysteine-rich protein 2 OS=Homo sapiens GN=GRXCR2 PE=3 SV=1	1	1	1	1	2.8	2.8	2.8	28.283	248	248	0.47847	-0.081006	7982.4	134810	0	1348.6	0	1231.2	0	999.92	0	1497.6	0	1414.2	0	0	0	0	7394.5	125200	0	10612	0	1533.7	0	1035.6	0	1483.2	0	1395.3	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	3533200	1				9	3148	True	3153	3556	3658	3658		
