Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0AVF1	A0AVF1	1	1	1	Intraflagellar transport protein 56	TTC26	IFT56_HUMAN Intraflagellar transport protein 56 OS=Homo sapiens GN=TTC26 PE=2 SV=1	1	1	1	1	1.3	1.3	1.3	64.177	554	554	0.44068	-0.48639	53318	76421	0	2630.2	1503.9	5822	2767.3	5091.5	3284.2	7586.1	3018.2	6015.3	0	2092.6	0	250.64	49392	70989	3838.7	7828	1578	5881.9	2732.5	5241.7	3308.7	7488.3	2952.9	6040.3	0	2169.3	0	268.45	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1607900	1				0	462	True	464	528	552	552		
A3KMH1	A3KMH1	1	1	1	von Willebrand factor A domain-containing protein 8	VWA8	VWA8_HUMAN von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	214.82	1905	1905	0.46847	-0.52611	106650	79169	0	0	5030.9	4936.7	5123.4	5099.3	6431.6	6432.8	5484.9	5892	0	104.34	0	0	98792	73518	7028.4	4838.2	4996.2	4847.4	5178.3	5169.1	6453.7	6400.6	5383.1	5823.3	0	256.34	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	4454200	1				1	985	True	993	1110	1150	1150		
Q8IX94;Q86UF2;P0CG41;A4FU28;A4D2H0	Q8IX94;Q86UF2;P0CG41;A4FU28;A4D2H0	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	cTAGE family member 4;cTAGE family member 6;cTAGE family member 8;cTAGE family member 9;cTAGE family member 15	CTAGE4;CTAGE6;CTAGE8;CTAGE9;CTAGE15	CTGE4_HUMAN cTAGE family member 4 OS=Homo sapiens GN=CTAGE4 PE=2 SV=3;CTGE6_HUMAN cTAGE family member 6 OS=Homo sapiens GN=CTAGE6 PE=2 SV=2;CTGE8_HUMAN cTAGE family member 8 OS=Homo sapiens GN=CTAGE8 PE=3 SV=1;CTGE9_HUMAN cTAGE family member 9 OS=Homo sapi	5	1	1	1	1.8	1.8	1.8	87.988	777	777;777;777;777;777	0.43023	-0.45749	25297	52667	0	995.02	791.14	4279.1	1657.9	4074.2	1178.7	6010.1	1483.6	4435.2	0	1490.7	0	0	23433	48918	1703.5	4640.1	820.74	4265.3	1611.4	4171.4	1231.7	5926.1	1436	4466.3	0	1541.4	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	3166700	1				2	1037	True	1047	1168	1209	1209		
A5YKK6	A5YKK6	1	1	1	CCR4-NOT transcription complex subunit 1	CNOT1	CNOT1_HUMAN CCR4-NOT transcription complex subunit 1 OS=Homo sapiens GN=CNOT1 PE=1 SV=2	1	1	1	1	0.3	0.3	0.3	266.94	2376	2376	0.50906	-0.6651	58990	79377	830.93	997.13	2456.2	4714.2	2575.7	4753.6	3719.9	5501.2	2592.8	4560.8	0	617.31	0	0	54652	73723	5034.1	6500.2	2528.6	4741.7	2613.5	4813.5	3694.6	5479.8	2569.3	4542.3	0	710.79	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	2910000	1				3	1761	True	1767	1981	2041	2041		
A5YM72	A5YM72	1	1	1	Carnosine synthase 1	CARNS1	CRNS1_HUMAN Carnosine synthase 1 OS=Homo sapiens GN=CARNS1 PE=1 SV=3	1	1	1	1	1	1	1	88.483	827	827	0.35049	0.22402	175940	131050	471.81	187.63	6278.5	7349.2	8508.1	8832	9518.5	10625	8267.4	10058	0	1635.9	0	790.65	162990	121700	13137	9374.2	6454.8	7354.6	8468.8	8880.2	9597.2	10597	8108.2	9974.3	0	1864.9	0	771.1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	7001400	1				4	1142	True	1151	1281	1326	1326		
A6ND36	A6ND36	1	1	1	Protein FAM83G	FAM83G	FA83G_HUMAN Protein FAM83G OS=Homo sapiens GN=FAM83G PE=1 SV=2	1	1	1	1	0.9	0.9	0.9	90.834	823	823	0.50345	-0.60985	42718	43109	0	1466.3	2360.4	1971.8	2300.9	1933.2	1777.6	2946.3	1472	2847	0	419.28	0	0	39573	40045	3045.1	4380.4	2344.4	2067.8	2302.3	1980.9	1823.3	2918	1447.2	2818.7	0	475.91	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	2178100	1				5	373	True	370	416	433	433		
A6NFK2	A6NFK2	1	1	1	Glutaredoxin domain-containing cysteine-rich protein 2	GRXCR2	GRCR2_HUMAN Glutaredoxin domain-containing cysteine-rich protein 2 OS=Homo sapiens GN=GRXCR2 PE=3 SV=1	1	1	1	1	2.8	2.8	2.8	28.283	248	248	0.42105	-0.37492	3422.9	74743	0	0	0	4962.3	0	4702.1	0	6478.1	0	4148.4	0	266.32	0	0	3170.9	69408	0	4656.1	0	4862	0	4800.4	0	6384.8	0	4174.7	0	365.31	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	2405000	1				6	1167	True	1176	1316	1362	1362		
P0C7N4;A6NGB0	P0C7N4;A6NGB0	1;1	1;1	1;1	Transmembrane protein 191B;Transmembrane protein 191C	TMEM191B;TMEM191C	T191B_HUMAN Transmembrane protein 191B OS=Homo sapiens GN=TMEM191B PE=3 SV=2;T191C_HUMAN Transmembrane protein 191C OS=Homo sapiens GN=TMEM191C PE=3 SV=2	2	1	1	1	2	2	2	39.064	346	346;347	0.5099	-0.6651	30579	31340	158.93	0	1562.6	1239.6	1624.6	2703.2	1100.6	2650	2012.2	3234.6	0	389.08	0	690.42	28329	29105	2361	2134.3	1570.8	1280.4	1617.7	2650.8	1176.1	2681.1	1929.2	3178.2	0	488.5	0	657.15	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1002400	1				7	117	True	115	136	144	144		
A6NGC4	A6NGC4	1	1	1	TLC domain-containing protein 2	TLCD2	TLCD2_HUMAN TLC domain-containing protein 2 OS=Homo sapiens GN=TLCD2 PE=3 SV=3	1	1	1	1	2.7	2.7	2.7	28.732	264	264	0.2861	0.30381	79177	24545	0	0	2540.7	1842.6	3960.2	1596.5	4704.1	1704.2	3725.2	1444.9	0	0	0	0	73347	22793	5675.4	1592.6	2625.8	1801	3929.3	1625.5	4718.8	1703.8	3668.5	1432	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1480100	1				8	1503	True	1506	1680	1733	1733		
P62834;P61224;A6NIZ1	P62834;P61224;A6NIZ1	1;1;1	1;1;1	1;1;1	Ras-related protein Rap-1A;Ras-related protein Rap-1b;Ras-related protein Rap-1b-like protein	RAP1A;RAP1B	RAP1A_HUMAN Ras-related protein Rap-1A OS=Homo sapiens GN=RAP1A PE=1 SV=1;RAP1B_HUMAN Ras-related protein Rap-1b OS=Homo sapiens GN=RAP1B PE=1 SV=1;RP1BL_HUMAN Ras-related protein Rap-1b-like protein OS=Homo sapiens PE=2 SV=1	3	1	1	1	4.3	4.3	4.3	20.987	184	184;184;184	0.40171	-0.20222	13902	26370	0	0	267.23	1034.4	1087	1759.3	1132.6	2009.5	905.14	1388.6	0	254.45	0	304.83	12877	24489	856.68	1809.8	293.1	1058.9	1052.9	1743.5	1142.1	1995.5	891.09	1397.9	0	293.87	0	291.38	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1820600	1				9	428	True	429	487	510	510		
