Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
B2RTY4	B2RTY4	1	1	1	Unconventional myosin-IXa	MYO9A	MYO9A_HUMAN Unconventional myosin-IXa OS=Homo sapiens GN=MYO9A PE=1 SV=2	1	1	1	1	0.3	0.3	0.3	292.7	2548	2548	0.5	5.4166	8833.8	8268.2	1337.3	508.07	923.78	1441.7	1329.7	1096.3	580.99	2725.8	500.15	2390.1	0	1443.7	0	1723.5	8192.6	7682.2	1891.5	1066.5	994.36	1422.6	1299.2	1166.9	622.89	2664.9	491.31	2413.2	0	1520.1	0	1647	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1125600	1				0	142	True	142	148	148	148		
CON__P00761	CON__P00761	1	1	1				1	1	1	1	3.5	3.5	3.5	24.409	231	231	0	5.9428	23029	21444	195.88	484.88	2453.6	3168.7	3455.6	3156.9	3262	4125.1	3011.5	4109.7	0	491.94	0	0	21336	19918	1870.4	1986	2432.6	3109.9	3419.4	3211.3	3319.9	4107.9	2946.4	4061.2	0	578.78	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	16116000	1			+	1	172	True	173	180	181	181		
CON__P21752;P63313;P62328;O14604	CON__P21752;P63313;P62328;O14604	2;2;2;1	2;2;2;1	2;2;2;1	Thymosin beta-10;Thymosin beta-4;Hematopoietic system regulatory peptide;Thymosin beta-4, Y-chromosomal	TMSB10;TMSB4X;TMSB4Y	;TYB10_HUMAN Thymosin beta-10 OS=Homo sapiens GN=TMSB10 PE=1 SV=2;TYB4_HUMAN Thymosin beta-4 OS=Homo sapiens GN=TMSB4X PE=1 SV=2;TYB4Y_HUMAN Thymosin beta-4, Y-chromosomal OS=Homo sapiens GN=TMSB4Y PE=1 SV=3	4	2	2	2	31	31	31	4.8054	42	42;44;44;44	0	11.24	39819	116400	233.87	923.7	3603.3	20195	5068.7	22016	5460.2	20240	4259.3	19897	0	1070.8	0	1009.6	36888	108110	2898.3	9042.7	3566.5	19670	5032.2	22069	5497.1	20430	4197.9	19641	0	1596.8	0	969.91	2	2	1	1	2	2	2	2	2	2	2	2	0	2	0	2	11768000	2			+	2	49;159	True;True	49;159	51;166	51;167	51;167		
O00400	O00400	1	1	1	Acetyl-coenzyme A transporter 1	SLC33A1	ACATN_HUMAN Acetyl-coenzyme A transporter 1 OS=Homo sapiens GN=SLC33A1 PE=1 SV=1	1	1	1	1	1.5	1.5	1.5	60.908	549	549	0.48571	5.0439	25881	23523	398.7	0	3076.3	4149.4	4911.2	3600.1	3616.3	4806.7	4341.1	4056.7	0	0	0	506.41	23980	21845	2274.7	1646.5	3065.8	4008.6	4814.1	3690.8	3764.4	4765.8	4207.9	4022.4	0	0	0	477.86	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1840900	1				3	113	True	113	117	117	117		
Q15878;O00555	Q15878;O00555	1;1	1;1	1;1	Voltage-dependent R-type calcium channel subunit alpha-1E;Voltage-dependent P/Q-type calcium channel subunit alpha-1A	CACNA1E;CACNA1A	CAC1E_HUMAN Voltage-dependent R-type calcium channel subunit alpha-1E OS=Homo sapiens GN=CACNA1E PE=1 SV=3;CAC1A_HUMAN Voltage-dependent P/Q-type calcium channel subunit alpha-1A OS=Homo sapiens GN=CACNA1A PE=1 SV=2	2	1	1	1	0.7	0.7	0.7	261.73	2313	2313;2505	0.32353	5.6443	11118	17564	298.39	645.91	340.03	492.31	374.06	289.56	0	943.74	0	1262	0	1258	0	828.56	10301	16316	1078.9	1824.2	367.5	543.36	365.15	320.93	0	929.82	0	1271	0	1271.9	0	800.31	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	6883800	1				4	120	True	120	125	125	125		
O14647	O14647	1	1	1	Chromodomain-helicase-DNA-binding protein 2	CHD2	CHD2_HUMAN Chromodomain-helicase-DNA-binding protein 2 OS=Homo sapiens GN=CHD2 PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	211.34	1828	1828	0	5.7846	23457	29563	508.01	419.26	2788.2	5093.3	3639.7	5422.4	4378.4	5736	3795.8	5353	0	0	0	0	21734	27458	2196.1	2519	2770.5	4973.7	3636.3	5461.5	4401.8	5747.5	3722.8	5284.6	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	3273700	1				5	81	True	81	83	83	83		
O60814;P58876;P62807;Q5QNW6;Q93079;Q99877;P57053;Q99880;Q99879;P33778;Q16778;P23527;P06899;Q8N257;Q96A08;Q6DRA6;Q6DN03	O60814;P58876;P62807;Q5QNW6;Q93079;Q99877;P57053;Q99880;Q99879;P33778;Q16778;P23527;P06899;Q8N257;Q96A08	8;8;8;8;8;8;7;7;7;7;7;7;7;5;4;2;2	8;8;8;8;8;8;7;7;7;7;7;7;7;5;4;2;2	8;8;8;8;8;8;7;7;7;7;7;7;7;5;4;2;2	Histone H2B type 1-K;Histone H2B type 1-D;Histone H2B type 1-C/E/F/G/I;Histone H2B type 2-F;Histone H2B type 1-H;Histone H2B type 1-N;Histone H2B type F-S;Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-B;Histone H2B type 2-E;Histone H2B type 1-O;Histone H2B type 1-J;Histone H2B type 3-B;Histone H2B type 1-A	HIST1H2BK;HIST1H2BD;HIST1H2BC;HIST2H2BF;HIST1H2BH;HIST1H2BN;H2BFS;HIST1H2BL;HIST1H2BM;HIST1H2BB;HIST2H2BE;HIST1H2BO;HIST1H2BJ;HIST3H2BB;HIST1H2BA	H2B1K_HUMAN Histone H2B type 1-K OS=Homo sapiens GN=HIST1H2BK PE=1 SV=3;H2B1D_HUMAN Histone H2B type 1-D OS=Homo sapiens GN=HIST1H2BD PE=1 SV=2;H2B1C_HUMAN Histone H2B type 1-C/E/F/G/I OS=Homo sapiens GN=HIST1H2BC PE=1 SV=4;H2B2F_HUMAN Histone H2B type 2-F	17	8	8	8	50	50	50	13.89	126	126;126;126;126;126;126;126;126;126;126;126;126;126;126;127;164;193	0	50.484	312900	319700	2876.7	2169.8	41755	50749	47225	54367	48541	61942	48821	56411	625.33	4535.9	0	4489.7	289890	296920	24992	24305	40906	49449	47244	54854	49357	61854	47626	55890	1198.8	6034.7	0	4303.6	9	9	7	6	9	9	9	9	9	9	9	9	4	9	0	8	187690000	9				6	45;48;68;69;92;106;132;143	True;True;True;True;True;True;True;True	44;48;68;69;92;106;132;143	46;50;70;71;94;108;109;138;149	46;50;70;71;94;108;109;138;149	46;50;70;71;94;109;138;149		
O75129	O75129	1	1	1	Astrotactin-2	ASTN2	ASTN2_HUMAN Astrotactin-2 OS=Homo sapiens GN=ASTN2 PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	148.24	1339	1339	0.38095	5.5906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				7	83	True	83	85	85	85		
P00558	P00558	1	1	1	Phosphoglycerate kinase 1	PGK1	PGK1_HUMAN Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3	1	1	1	1	2.6	2.6	2.6	44.614	417	417	0	6.2711	12109	21208	93.693	0	1354.6	3865.2	1443.5	4221.1	1576.6	4768.3	1278.3	3911.4	0	1912.9	0	1679.9	11218	19690	974.73	865.48	1330.7	3710.3	1450.1	4252.4	1588.3	4754.1	1257.6	3944.2	0	2006.6	0	1613.1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	5975300	1				8	179	True	180	188	189	189		
P04350;P07437;P68371	P04350;P07437;P68371	1;1;1	1;1;1	1;1;1	Tubulin beta-4A chain;Tubulin beta chain;Tubulin beta-4B chain	TUBB4A;TUBB;TUBB4B	TBB4A_HUMAN Tubulin beta-4A chain OS=Homo sapiens GN=TUBB4A PE=1 SV=2;TBB5_HUMAN Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2;TBB4B_HUMAN Tubulin beta-4B chain OS=Homo sapiens GN=TUBB4B PE=1 SV=1	3	1	1	1	2	2	2	49.585	444	444;444;445	0.52381	5.2467	20057	23849	429.24	352.28	1891.7	3317.1	2466.2	3855.6	2008.8	4908.3	2103.3	4541.5	0	1599.1	0	949.13	18584	22151	1865.2	2033.7	1892.8	3261.2	2439.8	3889.6	2068.8	4884.1	2048.1	4535	0	1690.3	0	919.45	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1887700	1				9	202	True	203	213	214	214		
