Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0A087WUL8;Q9H094;Q6P3W6;Q86T75;Q3BBV2;B4DH59;Q5TI25;Q3BBV1;Q3BBV0	A0A087WUL8;Q9H094;Q6P3W6;Q86T75;Q3BBV2;B4DH59;Q5TI25;Q3BBV1;Q3BBV0	1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1	Neuroblastoma breakpoint family member 3;Neuroblastoma breakpoint family member 10;Neuroblastoma breakpoint family member 11;Putative neuroblastoma breakpoint family member 8;Neuroblastoma breakpoint family member 26;Neuroblastoma breakpoint family member 14;Neuroblastoma breakpoint family member 20;Neuroblastoma breakpoint family member 1	NBPF19;NBPF3;NBPF10;NBPF11;NBPF8;NBPF26;NBPF14;NBPF20;NBPF1	NBPFJ_HUMAN Neuroblastoma breakpoint family member 19 OS=Homo sapiens GN=NBPF19 PE=5 SV=1;NBPF3_HUMAN Neuroblastoma breakpoint family member 3 OS=Homo sapiens GN=NBPF3 PE=2 SV=1;NBPFA_HUMAN Neuroblastoma breakpoint family member 10 OS=Homo sapiens GN=NBPF1	9	1	1	1	0.2	0.2	0.2	440.4	3843	3843;633;841;865;869;902;921;942;1214	0.23548	0.39675	396020	525870	11051	19546	0	1354.3	1151.6	2897.1	2475.3	3210.6	1424.9	2703.4	0	0	0	0	366930	488500	38634	54628	944.11	3618.6	1120.1	2880.2	2420.3	3202.7	1427.3	2679.9	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	92719000	1				0	2867	True	2879	3192	3251	3251		
A0A1B0GTY4	A0A1B0GTY4	1	1	1			TEX50_HUMAN Testis-expressed protein 50 OS=Homo sapiens GN=TEX50 PE=3 SV=1	1	1	1	1	5.6	5.6	5.6	20.846	177	177	0.14806	0.44006	50273	92713	386.09	99.465	472.4	327.51	0	0	0	315.86	318.33	401.25	0	0	0	0	46574	86101	3965	6519.5	568.47	502.16	0	0	0	306.36	298.73	391.86	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	4457100	1				1	5020	True	5039	5556	5642	5642		
A0AVT1	A0AVT1	1	1	1	Ubiquitin-like modifier-activating enzyme 6	UBA6	UBA6_HUMAN Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens GN=UBA6 PE=1 SV=1	1	1	1	1	0.7	0.7	0.7	117.97	1052	1052	0.46704	0.10342	781130	2528200	0	0	0	5703.5	2806.9	10678	4480.1	13833	3996.2	12992	0	1724.5	0	995.71	723610	2347800	0	167380	0	10217	2725.3	10586	4463.4	13756	3913.9	12875	0	2036.9	0	966.06	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	53556000	1				2	3119	True	3131	3473	3534	3534		
A0FGR8	A0FGR8	1	1	1	Extended synaptotagmin-2	ESYT2	ESYT2_HUMAN Extended synaptotagmin-2 OS=Homo sapiens GN=ESYT2 PE=1 SV=1	1	1	1	1	1.6	1.6	1.6	102.36	921	921	0.16454	0.43229	1506600	1558500	35745	50259	3457.9	2680.6	4916.9	8083.6	5081.1	7216.3	5405.6	5470.2	0	0	0	0	1395900	1447700	141190	154750	8618.3	8989.2	4928.5	7927.7	5174.5	7250.8	5259.8	5449.4	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	164200000	1				3	3627	True	3640	4025	4093	4093		
A2RUC4	A2RUC4	1	1	1	tRNA wybutosine-synthesizing protein 5	TYW5	TYW5_HUMAN tRNA wybutosine-synthesizing protein 5 OS=Homo sapiens GN=TYW5 PE=1 SV=1	1	1	1	1	2.5	2.5	2.5	36.547	315	315	0.18379	0.42192	380030	478810	0	763.53	378.98	1509	1632.6	2239.6	1491.9	2507.6	1738.1	2154	0	0	0	0	352030	444670	25803	33908	1071.6	2487.8	1573.4	2229.6	1532.5	2501.9	1686.1	2133.5	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	22245000	1				4	3448	True	3461	3823	3886	3886		
A2VDF0	A2VDF0	1	1	1	Fucose mutarotase	FUOM	FUCM_HUMAN Fucose mutarotase OS=Homo sapiens GN=FUOM PE=1 SV=2	1	1	1	1	5.8	5.8	5.8	16.765	154	154	0.5021	-0.15571	436750	719540	0	4285.3	0	918.85	1082.1	2487.6	2122.6	2865.6	1569.6	3960.5	0	1594.1	0	562.75	404570	668250	29536	53853	798.41	2651.5	1057.7	2446.2	2092.3	2892.4	1550.3	3909.7	0	1652	0	555.02	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	16826000	1				5	2101	True	2110	2336	2378	2378		
A3KMH1	A3KMH1	1	1	1	von Willebrand factor A domain-containing protein 8	VWA8	VWA8_HUMAN von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	214.82	1905	1905	0.22137	0.40715	363260	497620	0	1847.5	1426.8	624.97	1146	1949.8	1850	2467.6	1291.3	2033.4	0	0	0	0	336480	462140	22526	36207	1869.6	1760	1178.2	1914.9	1831.6	2448.3	1279.4	2017.4	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	34102000	1				6	1290	True	1295	1451	1483	1483		
A4D0S4	A4D0S4	1	1	1	Laminin subunit beta-4	LAMB4	LAMB4_HUMAN Laminin subunit beta-4 OS=Homo sapiens GN=LAMB4 PE=2 SV=1	1	1	1	1	1.2	1.2	1.2	193.54	1761	1761	0.35791	0.32505	534220	677620	15674	21490	0	549.78	1879.9	2316.6	1624.4	2719	1561.1	2924.6	0	601.47	0	0	494980	629440	52836	66935	1719.5	3283.4	1793.2	2289	1660.9	2721.6	1525	2890	0	651.77	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	61101000	1				7	636	True	637	704	718	718		
A4D1E1	A4D1E1	1	1	1	Zinc finger protein 804B	ZNF804B	Z804B_HUMAN Zinc finger protein 804B OS=Homo sapiens GN=ZNF804B PE=2 SV=2	1	1	1	1	0.7	0.7	0.7	152.57	1349	1349	0.45261	0.15302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				8	2393	True	2403	2662	2710	2710		
A4FU69	A4FU69	1	1	1	EF-hand calcium-binding domain-containing protein 5	EFCAB5	EFCB5_HUMAN EF-hand calcium-binding domain-containing protein 5 OS=Homo sapiens GN=EFCAB5 PE=1 SV=3	1	1	1	1	0.5	0.5	0.5	173.4	1503	1503	0.55652	-0.27293	169720	159980	0	0	909.52	1188.3	452.52	464.04	585.3	938.18	496.64	883.25	0	341.67	0	903.24	157220	148560	12127	10595	1204.9	1415.7	480.96	516.84	587.07	922.87	487.51	884.7	0	390.68	0	856.87	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	7841500	1				9	229	True	229	254	261	261		
