Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0MZ66	A0MZ66	1	1	1	Shootin-1	KIAA1598	SHOT1_HUMAN Shootin-1 OS=Homo sapiens GN=SHTN1 PE=1 SV=4	1	1	1	1	1.1	1.1	1.1	71.639	631	631	0.45293	-0.4066	254370	516770	0	6758.6	994.43	0	591.36	1637.7	1075.4	1792.3	716.59	2045.3	0	0	0	0	235630	479960	17334	42089	1403.5	1431.9	625.36	1578	1060.3	1800.8	711.71	2004.9	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	32107000	1				0	3895	True	3899	4410	4460	4460		
A0PJW8	A0PJW8	1	1	1	Death-associated protein-like 1	DAPL1	DAPL1_HUMAN Death-associated protein-like 1 OS=Homo sapiens GN=DAPL1 PE=1 SV=2	1	1	1	1	6.5	6.5	6.5	11.88	107	107	0.22517	0.31693	155420	251470	2937.5	4886.3	666.87	220.62	742.42	419.56	611.39	1383.4	484.57	858.62	0	0	0	0	143990	233570	13872	21968	1138.4	1033	743.53	445.19	623.97	1337.2	477.35	863.57	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	25091000	1				1	4051	True	4055	4586	4637	4637		
A1A4S6	A1A4S6	1	1	1	Rho GTPase-activating protein 10	ARHGAP10	RHG10_HUMAN Rho GTPase-activating protein 10 OS=Homo sapiens GN=ARHGAP10 PE=1 SV=1	1	1	1	1	0.9	0.9	0.9	89.374	786	786	0.046409	0.49905	161060	292800	2903.5	8148.1	1859.4	0	251.04	2012.8	900.06	1204.5	464.63	1275.9	0	0	0	0	149220	271970	14258	27863	2253.6	910.59	353.08	1905.2	872.76	1246.5	468.68	1254.4	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	35087000	1				2	1511	True	1510	1744	1777	1777		
A2RUC4	A2RUC4	1	1	1	tRNA wybutosine-synthesizing protein 5	TYW5	TYW5_HUMAN tRNA wybutosine-synthesizing protein 5 OS=Homo sapiens GN=TYW5 PE=1 SV=1	1	1	1	1	2.5	2.5	2.5	36.547	315	315	0.12286	0.40437	153820	193820	1762.7	5721.4	1218.7	241.41	435.99	679.12	279.34	642.51	430.54	769.97	0	0	0	0	142510	180040	12671	18751	1572.5	991.81	475.94	670.28	297.66	650.59	414.44	753.67	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	58553000	1				3	3688	True	3689	4170	4217	4217		
A2VDF0	A2VDF0	1	1	1	Fucose mutarotase	FUOM	FUCM_HUMAN Fucose mutarotase OS=Homo sapiens GN=FUOM PE=1 SV=2	1	1	1	1	5.8	5.8	5.8	16.765	154	154	0.47334	-0.4462	102510	172070	1613.5	3420.3	1662.7	451.77	0	593.27	594.13	871.24	443.73	508.69	0	0	0	0	94969	159820	8862.2	15108	1865.1	999.75	0	603.29	573.8	855.62	437.84	513.66	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	41903000	1				4	2335	True	2334	2662	2696	2696		
A4D1B5	A4D1B5	1	1	1	Gamma-secretase-activating protein;Gamma-secretase-activating protein 16 kDa C-terminal form	GSAP	GSAP_HUMAN Gamma-secretase-activating protein OS=Homo sapiens GN=GSAP PE=1 SV=2	1	1	1	1	1.3	1.3	1.3	97.8	854	854	0.22716	0.31455	149840	173180	1623.5	3806.6	0	106.8	705.33	571.89	444.93	0	468.08	620.63	0	0	0	0	138810	160850	12241	15539	0	702.32	669.76	544.2	465.06	0	455.84	589.37	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	65472000	1				5	3767	True	3769	4262	4312	4312		
A4UGR9	A4UGR9	1	1	1	Xin actin-binding repeat-containing protein 2	XIRP2	XIRP2_HUMAN Xin actin-binding repeat-containing protein 2 OS=Homo sapiens GN=XIRP2 PE=1 SV=2	1	1	1	1	0.2	0.2	0.2	382.3	3374	3374	0.30889	0.25323	530160	594680	19979	28182	0	2139	2256.9	3089.2	2328.8	2463	1813	2611.8	0	0	0	0	491240	552460	56555	67432	0	5032.6	2188	3093.1	2347.1	2507.7	1787.1	2567	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	38131000	1				6	2057	True	2057	2357	2391	2391		
Q6S8J3;A5A3E0;P0CG38;P0CG39;Q6S8J7;Q6S5H5;A6NI47;B2RU33;H3BUK9;Q6S545;Q6S5H4;A0JP26	Q6S8J3;A5A3E0;P0CG38;P0CG39	6;6;5;3;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	POTE ankyrin domain family member E;POTE ankyrin domain family member F;POTE ankyrin domain family member I;POTE ankyrin domain family member J	POTEE;POTEF;POTEI;POTEJ	POTEE_HUMAN POTE ankyrin domain family member E OS=Homo sapiens GN=POTEE PE=2 SV=3;POTEF_HUMAN POTE ankyrin domain family member F OS=Homo sapiens GN=POTEF PE=1 SV=2;POTEI_HUMAN POTE ankyrin domain family member I OS=Homo sapiens GN=POTEI PE=3 SV=1;POTEJ_H	12	6	1	1	5.4	0.7	0.7	121.36	1075	1075;1075;1075;1038;498;508;508;542;544;545;581;581	0.43679	-0.28765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				7	264;474;667;668;4139;4972	False;True;False;False;False;False	262;472;662;663;4144;4975	300;301;558;771;772;4682;5606;5607;5608;5609;5610;5611;5612	303;304;305;306;307;308;570;784;785;786;4733;5662;5663;5664;5665;5666;5667;5668	303;570;784;785;4733;5662		
A5PKW4	A5PKW4	1	1	1	PH and SEC7 domain-containing protein 1	PSD	PSD1_HUMAN PH and SEC7 domain-containing protein 1 OS=Homo sapiens GN=PSD PE=1 SV=2	1	1	1	1	0.8	0.8	0.8	109.54	1024	1024	0.38727	0.14185	68191	141870	781.56	3468.5	889.69	344.45	0	947.76	0	500.29	350.09	845.75	0	0	0	0	63174	131780	5621.2	13061	1020	848.25	0	918.81	0	530.43	328.54	820.79	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	24739000	1				8	4449	True	4455	5027	5080	5080		
A5PLN7	A5PLN7	1	1	1	Protein FAM149A	FAM149A	F149A_HUMAN Protein FAM149A OS=Homo sapiens GN=FAM149A PE=2 SV=2	1	1	1	1	1.2	1.2	1.2	82.697	773	773	0.46423	-0.42653	414110	502900	5315	15358	54.336	0	1402.5	1889.6	1371.8	2259.3	1787.3	1668.9	0	0	0	0	383650	467140	34602	49120	1253.3	1734.2	1350.4	1825.5	1410.8	2240.7	1727.8	1664.2	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	59766000	1				9	3236	True	3237	3661	3707	3707		
