Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0PJW8	A0PJW8	1	1	1	Death-associated protein-like 1	DAPL1	DAPL1_HUMAN Death-associated protein-like 1 OS=Homo sapiens GN=DAPL1 PE=1 SV=2	1	1	1	1	11.2	11.2	11.2	11.88	107	107	0.60779	-0.29135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				0	444	True	444	505	517	517		
A1A4S6	A1A4S6	1	1	1	Rho GTPase-activating protein 10	ARHGAP10	RHG10_HUMAN Rho GTPase-activating protein 10 OS=Homo sapiens GN=ARHGAP10 PE=1 SV=1	1	1	1	1	1	1	1	89.374	786	786	0.54047	-0.070353	215940	235960	913.27	3495.3	136.71	44.424	473.01	463.45	419.89	1325.8	303.95	394.86	0	0	0	0	200050	219150	16316	19598	634.8	751.17	458.72	473.1	425.53	1273.7	300.74	421.46	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	21725000	1				1	4350	True	4365	4928	5004	5004		
A1A5D9	A1A5D9	1	1	1	Bicaudal D-related protein 2	CCDC64B	BICL2_HUMAN BICD family-like cargo adapter 2 OS=Homo sapiens GN=BICDL2 PE=1 SV=2	1	1	1	1	1.4	1.4	1.4	56.833	508	508	0.46789	0.2648	105240	101660	248.51	1768.6	657.76	0	0	514.56	0	0	0	321.57	0	0	0	0	97495	94419	7775.6	8688.5	845.56	323.81	0	481.79	0	0	0	305.51	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	9663700	1				2	1875	True	1878	2127	2173	2173		
A1L390	A1L390	1	1	1	Pleckstrin homology domain-containing family G member 3	PLEKHG3	PKHG3_HUMAN Pleckstrin homology domain-containing family G member 3 OS=Homo sapiens GN=PLEKHG3 PE=1 SV=1	1	1	1	1	0.7	0.7	0.7	134.41	1219	1219	0.41812	0.34295	242040	217830	717.69	3469.3	343.66	0	0	423.69	273.09	341.81	506.48	0	0	0	0	0	224220	202320	18004	18313	859.31	352.94	0	391.04	273.78	338.58	485.15	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	28263000	1				3	3777	True	3785	4270	4341	4341		
A2CJ06	A2CJ06	1	1	1	Dystrotelin	DYTN	DYTN_HUMAN Dystrotelin OS=Homo sapiens GN=DYTN PE=2 SV=1	1	1	1	1	1.4	1.4	1.4	65.319	578	578	0.5528	-0.09969	62967	96808	0	0	799.3	290.75	0	0	0	326.29	0	0	0	0	0	0	58315	89884	2409.7	4035.9	736.96	291.6	0	0	0	306.56	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	3476400	1				4	2112	True	2115	2393	2441	2441		
A2VDF0	A2VDF0	1	1	1	Fucose mutarotase	FUOM	FUCM_HUMAN Fucose mutarotase OS=Homo sapiens GN=FUOM PE=1 SV=2	1	1	1	1	5.8	5.8	5.8	16.765	154	154	0.59353	-0.17277	189520	312590	0	377.67	1737.9	99.608	0	787.15	0	903.5	528.48	761.54	0	0	0	0	175560	290300	11903	22011	1901.3	772.99	0	762.28	0	899.85	495.95	754.88	0	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	35843000	1				5	2396	True	2399	2711	2763	2763		
Q8IX94;Q86UF2;P0CG41;A4FU28;A4D2H0	Q8IX94;Q86UF2;P0CG41;A4FU28;A4D2H0	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	cTAGE family member 4;cTAGE family member 6;cTAGE family member 8;cTAGE family member 9;cTAGE family member 15	CTAGE4;CTAGE6;CTAGE8;CTAGE9;CTAGE15	CTGE4_HUMAN cTAGE family member 4 OS=Homo sapiens GN=CTAGE4 PE=2 SV=3;CTGE6_HUMAN cTAGE family member 6 OS=Homo sapiens GN=CTAGE6 PE=2 SV=2;CTGE8_HUMAN cTAGE family member 8 OS=Homo sapiens GN=CTAGE8 PE=3 SV=1;CTGE9_HUMAN cTAGE family member 9 OS=Homo sapi	5	1	1	1	1.8	1.8	1.8	87.988	777	777;777;777;777;777	0.36254	0.43382	205580	407100	3204.6	8858.3	482.25	487.05	0	391.76	0	1370.4	0	891.41	0	0	0	0	190460	378120	17708	36445	1067.8	1845.9	0	438.57	0	1324.7	0	894.21	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	191760000	1				6	3809	True	3818	4305	4376	4376		
A4FU69	A4FU69	1	1	1	EF-hand calcium-binding domain-containing protein 5	EFCAB5	EFCB5_HUMAN EF-hand calcium-binding domain-containing protein 5 OS=Homo sapiens GN=EFCAB5 PE=1 SV=3	1	1	1	1	0.5	0.5	0.5	173.4	1503	1503	0.60388	-0.19254	100480	132710	0	0	0	88.789	371.48	368.01	249.27	425.25	0	433.94	0	0	0	0	93075	123240	6731.2	9099.8	0	356.06	350.89	358.27	250.39	425.26	0	426.95	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	16649000	1				7	263	True	263	293	298	298		
Q6S8J3;A5A3E0;P0CG38;P0CG39;Q6S8J7;Q6S5H5;A6NI47;B2RU33;H3BUK9;Q6S545;Q6S5H4;A0JP26	Q6S8J3;A5A3E0;P0CG38;P0CG39	6;6;5;3;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	POTE ankyrin domain family member E;POTE ankyrin domain family member F;POTE ankyrin domain family member I;POTE ankyrin domain family member J	POTEE;POTEF;POTEI;POTEJ	POTEE_HUMAN POTE ankyrin domain family member E OS=Homo sapiens GN=POTEE PE=2 SV=3;POTEF_HUMAN POTE ankyrin domain family member F OS=Homo sapiens GN=POTEF PE=1 SV=2;POTEI_HUMAN POTE ankyrin domain family member I OS=Homo sapiens GN=POTEI PE=3 SV=1;POTEJ_H	12	6	1	1	5.4	0.7	0.7	121.36	1075	1075;1075;1075;1038;498;508;508;542;544;545;581;581	0.45655	0.29366	69888	102170	0	0	699.84	0	0	0	281.65	0	0	339.74	0	0	0	0	64739	94881	4639.8	7024.9	773	0	0	0	264.63	0	0	322.42	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	41511000	1				8	240;451;646;647;4476;5361	False;True;False;False;False;False	240;451;643;644;4492;5379	267;268;269;512;725;726;727;5064;6045;6046;6047;6048;6049	270;271;272;273;274;524;739;740;741;5141;6135;6136;6137;6138;6139;6140;6141	270;524;739;740;5141;6138		
A5YKK6	A5YKK6	1	1	1	CCR4-NOT transcription complex subunit 1	CNOT1	CNOT1_HUMAN CCR4-NOT transcription complex subunit 1 OS=Homo sapiens GN=CNOT1 PE=1 SV=2	1	1	1	1	0.3	0.3	0.3	266.94	2376	2376	0.60697	-0.20385	132530	192920	2290.4	1075.8	1629.2	158.35	0	0	0	346.05	0	0	0	0	0	0	122780	179170	11641	14367	1936.3	609.17	0	0	0	324.99	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	42526000	1				9	6464	True	6484	7324	7437	7437		
