Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0A0J9YWL9	A0A0J9YWL9	1	1	1			TX13C_HUMAN Putative testis-expressed protein 13C OS=Homo sapiens GN=TEX13C PE=5 SV=1	1	1	1	1	2.1	2.1	2.1	109.8	993	993	0.45853	0.0075558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				0	3199	True	3208	3564	3639	3639		
A0AVT1	A0AVT1	1	1	1	Ubiquitin-like modifier-activating enzyme 6	UBA6	UBA6_HUMAN Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens GN=UBA6 PE=1 SV=1	1	1	1	1	0.7	0.7	0.7	117.97	1052	1052	0.46021	-0.010792	225330	708320	0	1351.1	150.44	1186.6	357.13	3677.6	926.18	2858	624.07	3353.5	0	0	0	0	208730	657810	14842	50356	522.44	2723.4	361.16	3563	905.79	2920.3	619.33	3285	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	77400000	1				1	3555	True	3564	3958	4036	4036		
A0MZ66	A0MZ66	1	1	1	Shootin-1	KIAA1598	SHOT1_HUMAN Shootin-1 OS=Homo sapiens GN=SHTN1 PE=1 SV=4	1	1	1	1	1.1	1.1	1.1	71.639	631	631	0.52315	-0.31386	109460	206150	0	0	2065.3	599.21	0	879.94	388.05	491.86	0	911.76	0	0	0	0	101390	191430	6835.6	11928	2088.6	843.66	0	859.62	365.74	521.44	0	883.09	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	0	0	0	0	17757000	1				2	4171	True	4188	4641	4727	4727		
A1A4G5	A1A4G5	1	1	1	Leukemia NUP98 fusion partner 1	LNP1	LNP1_HUMAN Leukemia NUP98 fusion partner 1 OS=Homo sapiens GN=LNP1 PE=2 SV=1	1	1	1	1	3.9	3.9	3.9	21.32	178	178	0.45736	0.036887	258240	427930	0	1840.3	1475.4	325.28	441.08	2002.3	657.1	1287.9	877.93	1235.6	0	0	0	0	239220	397420	17589	31368	1856.3	1337.3	499.16	1917.8	667.62	1323.9	847.92	1219.1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	75870000	1				3	2222	True	2227	2470	2517	2517		
A1Z1Q3	A1Z1Q3	1	1	1	O-acetyl-ADP-ribose deacetylase MACROD2	MACROD2	MACD2_HUMAN O-acetyl-ADP-ribose deacetylase MACROD2 OS=Homo sapiens GN=MACROD2 PE=1 SV=1	1	1	1	1	1.6	1.6	1.6	50.05	448	448	0.52434	-0.31128	179280	164320	0	515.4	1012.6	158.06	518.96	529.54	887.96	714.96	590.55	671.6	0	0	0	308.24	166070	152600	12255	11867	1285.5	527.53	554.63	520.73	877.04	709.82	586.61	663.86	0	0	0	290.69	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	9922600	1				4	3208	True	3217	3573	3648	3648		
A2PYH4	A2PYH4	2	2	2	Probable ATP-dependent DNA helicase HFM1	HFM1	HFM1_HUMAN Probable ATP-dependent DNA helicase HFM1 OS=Homo sapiens GN=HFM1 PE=1 SV=2	1	2	2	2	1	1	1	162.61	1435	1435	0.57982	-0.81141	115200	141840	2304.8	4279.7	969.33	179.94	404.36	546.67	734.21	721.94	755.3	704.55	0	0	0	0	106730	131750	10406	13809	1293.3	735.84	446.59	543.61	733.44	717.9	735.59	694.28	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	19800000	2				5	3189;3827	True;True	3198;3838	3553;4251	3628;4331	3628;4331		
A2VDF0	A2VDF0	1	1	1	Fucose mutarotase	FUOM	FUCM_HUMAN Fucose mutarotase OS=Homo sapiens GN=FUOM PE=1 SV=2	1	1	1	1	5.8	5.8	5.8	16.765	154	154	0.55884	-0.38283	249650	418920	458.56	0	727.48	564.44	628.09	1655.3	1092.6	2219.1	808.91	1767.4	0	334.45	0	0	231270	389030	18314	27808	1232.2	1339.5	648.86	1626.3	1081	2196.4	798.99	1765.9	0	366.38	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	21456000	1				6	2408	True	2413	2675	2726	2726		
A3KMH1	A3KMH1	1	1	1	von Willebrand factor A domain-containing protein 8	VWA8	VWA8_HUMAN von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	214.82	1905	1905	0.41692	0.2038	354500	226700	2926.2	548.43	1091.7	186.85	904.4	1123.8	1215.5	1139.8	1231.7	517.56	0	0	0	0	328410	210530	28123	16222	1945	697.21	930.99	1086.3	1223.7	1130.2	1200.4	531.82	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	93845000	1				7	3536	True	3545	3937	4014	4014		
A4D1S0	A4D1S0	1	1	1	Killer cell lectin-like receptor subfamily G member 2	KLRG2	KLRG2_HUMAN Killer cell lectin-like receptor subfamily G member 2 OS=Homo sapiens GN=KLRG2 PE=1 SV=3	1	1	1	1	3.9	3.9	3.9	42.85	409	409	0.38035	0.24908	107510	96804	2482.5	2581.4	129.83	276.06	369.22	468.3	448.63	370.64	0	466.1	0	0	0	0	99609	89917	10011	9111	501.77	626.58	364.68	463.9	437.23	379.21	0	455.62	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	17566000	1				8	1184	True	1184	1328	1356	1356		
Q86UF2;A4D2H0	Q86UF2;A4D2H0	1;1	1;1	1;1	cTAGE family member 6;cTAGE family member 15	CTAGE6;CTAGE15	CTGE6_HUMAN cTAGE family member 6 OS=Homo sapiens GN=CTAGE6 PE=2 SV=2;CTGEF_HUMAN cTAGE family member 15 OS=Homo sapiens GN=CTAGE15 PE=2 SV=1	2	1	1	1	1	1	1	87.899	777	777;777	0.5244	-0.30993	374020	324860	9810.5	13484	0	714.09	1487.9	1060.9	1796.8	1249.8	1278.7	1362.7	0	0	0	0	346540	301780	35913	35053	0	2191.8	1444	1077.5	1795.3	1251.5	1265.9	1337.7	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	17213000	1				9	3681	True	3690	4092	4172	4172		
