Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0AVF1	A0AVF1	1	1	1	Intraflagellar transport protein 56	TTC26	IFT56_HUMAN Intraflagellar transport protein 56 OS=Homo sapiens GN=TTC26 PE=2 SV=1	1	1	1	1	1.3	1.3	1.3	64.177	554	554	0.43685	-0.674	143250	189400	3351	5646.4	3299.8	9179.4	5563	8717.8	6127.1	12597	5821.6	8599.1	0	4016.2	0	1639.7	132720	175930	13430	18512	3711.4	9523	5499.7	8924.7	6198.1	12413	5688.3	8731.9	0	4138.2	0	1607.4	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0	2	17954000	2				0	563	True	561	639;640	668;669	669		
A4D1P6	A4D1P6	1	1	1	WD repeat-containing protein 91	WDR91	WDR91_HUMAN WD repeat-containing protein 91 OS=Homo sapiens GN=WDR91 PE=1 SV=2	1	1	1	1	1.1	1.1	1.1	83.343	747	747	0.29317	-0.021256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				1	596	True	594	674	703	703		
A5PLL1	A5PLL1	1	1	1	Ankyrin repeat domain-containing protein 34B	ANKRD34B	AN34B_HUMAN Ankyrin repeat domain-containing protein 34B OS=Homo sapiens GN=ANKRD34B PE=2 SV=3	1	1	1	1	2.1	2.1	2.1	56.414	514	514	0.43158	-0.63999	64978	66325	0	820.01	2227.7	3893.7	2623.6	2392.2	2867.4	4507.2	2616.7	4034.7	0	423.04	0	0	60193	61601	4584.1	5412.9	2269.5	3884.1	2624	2546.6	2898.5	4432.8	2561	4000.9	0	511.2	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	3285000	1				2	1823	True	1820	2035	2101	2101		
A5YKK6	A5YKK6	1	1	1	CCR4-NOT transcription complex subunit 1	CNOT1	CNOT1_HUMAN CCR4-NOT transcription complex subunit 1 OS=Homo sapiens GN=CNOT1 PE=1 SV=2	1	1	1	1	0.3	0.3	0.3	266.94	2376	2376	0.45969	-0.76302	143740	179430	2674.3	1971.3	4736.3	6761.2	4574.4	8895.7	5033.3	9142.6	6300.3	7876.8	0	1257.2	0	735.51	133180	166640	12851	14377	4993.4	7014.6	4623.9	8872.5	5146.5	9155.8	6097.4	7841	0	1443.2	0	702.93	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0	1	5310100	2				3	2146	True	2145	2412;2413	2489;2490	2489		
A5YM72	A5YM72	1	1	1	Carnosine synthase 1	CARNS1	CRNS1_HUMAN Carnosine synthase 1 OS=Homo sapiens GN=CARNS1 PE=1 SV=3	1	1	1	1	1	1	1	88.483	827	827	0.28834	0.0045658	309290	222770	1496.1	1937.8	7694.1	8793.7	11971	11395	12778	11715	13500	12671	25.075	1241.1	0	0	286530	206890	23665	17382	8191.8	9058.9	11847	11374	12991	11793	13139	12480	392.57	1521	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	11090000	1				4	1418	True	1421	1592	1649	1649		
A6ND36	A6ND36	1	1	1	Protein FAM83G	FAM83G	FA83G_HUMAN Protein FAM83G OS=Homo sapiens GN=FAM83G PE=1 SV=2	1	1	1	1	0.9	0.9	0.9	90.834	823	823	0.26593	0.05049	39549	68404	49.818	254.98	1520.9	3216.2	1345.4	2987.4	1363.9	3770.3	1613.9	3885.9	0	193.73	0	299.65	36638	63527	2900.7	5025.7	1537.3	3232.1	1362.1	3046.4	1396.4	3762	1564.8	3828.6	0	301.75	0	285.82	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1505900	1				5	1577	True	1580	1766	1827	1827		
A6ND91	A6ND91	1	1	1	Putative L-aspartate dehydrogenase	ASPDH	ASPD_HUMAN Putative L-aspartate dehydrogenase OS=Homo sapiens GN=ASPDH PE=1 SV=2	1	1	1	1	2.8	2.8	2.8	29.946	283	283	0.4113	-0.56799	145210	237340	0	0	2509.4	9340.8	6284.2	12963	6127.4	12736	6471.8	9761.9	0	2094.8	0	0	134510	220410	9623.9	16082	2730.3	9480.6	6125.3	12881	6252.9	12750	6299.1	9780.6	0	2260.1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	16769000	1				6	1976	True	1974	2222	2298	2298		
A6NFK2	A6NFK2	1	1	1	Glutaredoxin domain-containing cysteine-rich protein 2	GRXCR2	GRCR2_HUMAN Glutaredoxin domain-containing cysteine-rich protein 2 OS=Homo sapiens GN=GRXCR2 PE=3 SV=1	1	1	1	1	2.8	2.8	2.8	28.283	248	248	0.20413	0.14257	14234	60896	0	0	211.76	2839.1	624.74	2509.8	549.04	3105.3	745.91	3085.6	0	0	0	0	13186	56552	0	4145.3	241.1	2829.6	605.78	2564.1	568.8	3097.9	720.26	3038.7	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1497000	1				7	1446	True	1449	1623	1680	1680		
P0C7N4;A6NGB0	P0C7N4;A6NGB0	1;1	1;1	1;1	Transmembrane protein 191B;Transmembrane protein 191C	TMEM191B;TMEM191C	T191B_HUMAN Transmembrane protein 191B OS=Homo sapiens GN=TMEM191B PE=3 SV=2;T191C_HUMAN Transmembrane protein 191C OS=Homo sapiens GN=TMEM191C PE=3 SV=2	2	1	1	1	2	2	2	39.064	346	346;347	0.45706	-0.76302	35853	41153	540.24	84.217	1020.8	1761.6	1811.8	2031.6	1847.9	2249.9	2086.2	2273.2	0	392.83	0	330.32	33217	38219	3087.1	2958	1102.2	1783.2	1784.1	2041.4	1886.9	2254.6	2025.8	2250.2	0	450.38	0	317.59	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1403000	1				8	153	True	150	173	182	182		
A6NGC4	A6NGC4	1	1	1	TLC domain-containing protein 2	TLCD2	TLCD2_HUMAN TLC domain-containing protein 2 OS=Homo sapiens GN=TLCD2 PE=3 SV=3	1	1	1	1	2.7	2.7	2.7	28.732	264	264	0.26477	0.05049	104800	35246	235.49	0	2449.8	1669.2	3869.8	1607.2	4373.9	2061.8	3138.6	1840	0	0	0	0	97085	32727	7763.6	1834.4	2607.7	1627.8	3832.4	1635.2	4384.9	2049.2	3106.1	1819.5	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	2184100	1				9	1866	True	1863	2082	2150	2150		
