Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0A087WUL8;Q9H094;Q6P3W6;Q86T75;Q3BBV2;B4DH59;Q5TI25;Q3BBV1;Q3BBV0	A0A087WUL8;Q9H094;Q6P3W6;Q86T75;Q3BBV2;B4DH59;Q5TI25;Q3BBV1;Q3BBV0	1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1	Neuroblastoma breakpoint family member 3;Neuroblastoma breakpoint family member 10;Neuroblastoma breakpoint family member 11;Putative neuroblastoma breakpoint family member 8;Neuroblastoma breakpoint family member 26;Neuroblastoma breakpoint family member 14;Neuroblastoma breakpoint family member 20;Neuroblastoma breakpoint family member 1	NBPF19;NBPF3;NBPF10;NBPF11;NBPF8;NBPF26;NBPF14;NBPF20;NBPF1	NBPFJ_HUMAN Neuroblastoma breakpoint family member 19 OS=Homo sapiens GN=NBPF19 PE=5 SV=1;NBPF3_HUMAN Neuroblastoma breakpoint family member 3 OS=Homo sapiens GN=NBPF3 PE=2 SV=1;NBPFA_HUMAN Neuroblastoma breakpoint family member 10 OS=Homo sapiens GN=NBPF1	9	1	1	1	0.2	0.2	0.2	440.4	3843	3843;633;841;865;869;902;921;942;1214	0.14863	0.12272	394060	599290	2274.4	10595	0	206.32	698.41	1461.5	361.74	1831.7	801.59	1616.2	0	0	0	0	365060	556620	30335	51374	0	2107.3	662.49	1435.2	398.34	1820.3	765.81	1598.9	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	25195000	1				0	2923	True	2932	3267	3324	3324		
A0A0B4J2F0	A0A0B4J2F0	1	1	1		PIGBOS1	PIOS1_HUMAN Protein PIGBOS1 OS=Homo sapiens GN=PIGBOS1 PE=3 SV=1	1	1	1	1	22.2	22.2	22.2	6.3133	54	54	0.39867	-0.082654	182720	207440	5495.2	8643.7	0	81.765	518.38	528.42	463.8	0	0	642.43	0	0	0	0	169300	192700	18197	22409	677.14	1047.8	499.38	509.66	458.02	0	0	610.04	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	14592000	1				1	1222	True	1225	1382	1412	1412		
A0A1B0GTY4	A0A1B0GTY4	1	1	1			TEX50_HUMAN Testis-expressed protein 50 OS=Homo sapiens GN=TEX50 PE=3 SV=1	1	1	1	1	5.6	5.6	5.6	20.846	177	177	0.12222	0.13581	64797	103590	126.43	175.42	686.15	65.075	0	0	0	498.96	0	0	0	0	0	0	60026	96204	4766.1	7340.6	782.18	283.64	0	0	0	468.44	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	7644200	1				2	5103	True	5126	5681	5771	5771		
A0AVT1	A0AVT1	1	1	1	Ubiquitin-like modifier-activating enzyme 6	UBA6	UBA6_HUMAN Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens GN=UBA6 PE=1 SV=1	1	1	1	1	0.7	0.7	0.7	117.97	1052	1052	0.34578	-0.028094	1151100	3673800	0	0	0	3769.7	1745.7	11012	2124.2	11137	2156	9971.9	0	1038.9	0	989.16	1066300	3411600	0	240170	0	10317	1678.1	10716	2144.1	11165	2101.2	9895	0	1302	0	949.25	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	96622000	1				3	3182	True	3190	3552	3610	3610		
A1A4S6	A1A4S6	1	1	1	Rho GTPase-activating protein 10	ARHGAP10	RHG10_HUMAN Rho GTPase-activating protein 10 OS=Homo sapiens GN=ARHGAP10 PE=1 SV=1	1	1	1	1	0.9	0.9	0.9	89.374	786	786	0.4253	-0.11957	354680	626940	0	2720.9	413.04	0	837.77	967.47	860.67	1929	700.46	1844.1	0	378.6	0	0	328550	582240	23400	45963	995.39	1170	818.41	939.05	869.09	1895.9	689.01	1829.5	0	410.43	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0	42063000	1				4	1349	True	1356	1526	1556	1556		
A1X283	A1X283	1	1	1	SH3 and PX domain-containing protein 2B	SH3PXD2B	SPD2B_HUMAN SH3 and PX domain-containing protein 2B OS=Homo sapiens GN=SH3PXD2B PE=1 SV=3	1	1	1	1	0.8	0.8	0.8	101.58	911	911	0.18351	0.10535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				5	421	True	424	482	493	493		
A2A3L6	A2A3L6	1	1	1	Tetratricopeptide repeat protein 24	TTC24	TTC24_HUMAN Tetratricopeptide repeat protein 24 OS=Homo sapiens GN=TTC24 PE=4 SV=1	1	1	1	1	2.7	2.7	2.7	63.396	582	582	0.26533	0.052725	948230	1203100	0	0	507.98	1545.8	1199.9	3425.1	1757	4148.3	1844.3	2924.7	0	813.77	0	363.23	878260	1117100	49156	64505	1193.5	2722.6	1156.4	3346.5	1765.1	4111.6	1795.1	2948.4	0	871.47	0	355.03	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	642360000	1				6	4616	True	4637	5128	5204	5204		
A2CJ06	A2CJ06	1	1	1	Dystrotelin	DYTN	DYTN_HUMAN Dystrotelin OS=Homo sapiens GN=DYTN PE=2 SV=1	1	1	1	1	1.4	1.4	1.4	65.319	578	578	0.52955	-0.56496	71033	103840	0	0	938.57	248.49	0	0	0	432.74	0	0	0	0	0	0	65782	96411	2195.4	4432	831.24	260.44	0	0	0	406.45	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	4113000	1				7	1865	True	1873	2096	2130	2130		
A2RUS2	A2RUS2	1	1	1	DENN domain-containing protein 3	DENND3	DEND3_HUMAN DENN domain-containing protein 3 OS=Homo sapiens GN=DENND3 PE=1 SV=2	1	1	1	1	0.6	0.6	0.6	135.89	1198	1198	0.52959	-0.56424	364790	281150	6120.9	7202	0	622.71	741.21	457.71	585.56	684.8	753.74	530.31	0	0	0	0	337960	261150	31815	26182	965.24	1614	704.47	486.73	608.17	675.52	729.01	527.56	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	14710000	1				8	685	True	683	766	777	777		
A2VDF0	A2VDF0	1	1	1	Fucose mutarotase	FUOM	FUCM_HUMAN Fucose mutarotase OS=Homo sapiens GN=FUOM PE=1 SV=2	1	1	1	1	5.8	5.8	5.8	16.765	154	154	0.53406	-0.58583	645650	1085300	0	2744.2	0	40.43	1268.4	2640.3	959.56	3769	1302.9	3727.7	0	1549.8	0	513.5	598090	1008000	44814	77753	0	2485.2	1202.2	2563.8	1001.7	3740.5	1258.3	3719	0	1601.8	0	507.89	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	25422000	1				9	2104	True	2111	2359	2395	2395		
A3KMH1	A3KMH1	1	1	1	von Willebrand factor A domain-containing protein 8	VWA8	VWA8_HUMAN von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	214.82	1905	1905	0.45761	-0.17113	1083700	1222200	0	17588	0	1011.8	2084.7	2192.8	1383.5	2409.7	2542.9	4022.7	0	0	0	0	1003900	1135200	73256	101050	0	4583.6	1968.1	2184.6	1478.9	2452.1	2437.8	3903.5	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	36031000	1				10	3166	True	3175	3533	3591	3591		
Q6S8J3;A5A3E0;P0CG38;P0CG39;Q6S8J7;Q6S5H5;A6NI47;B2RU33;H3BUK9;Q6S545;Q6S5H4;A0JP26	Q6S8J3;A5A3E0;P0CG38;P0CG39	6;6;5;3;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	POTE ankyrin domain family member E;POTE ankyrin domain family member F;POTE ankyrin domain family member I;POTE ankyrin domain family member J	POTEE;POTEF;POTEI;POTEJ	POTEE_HUMAN POTE ankyrin domain family member E OS=Homo sapiens GN=POTEE PE=2 SV=3;POTEF_HUMAN POTE ankyrin domain family member F OS=Homo sapiens GN=POTEF PE=1 SV=2;POTEI_HUMAN POTE ankyrin domain family member I OS=Homo sapiens GN=POTEI PE=3 SV=1;POTEJ_H	12	6	1	1	5.4	0.7	0.7	121.36	1075	1075;1075;1075;1038;498;508;508;542;544;545;581;581	0.031593	0.23645	391200	571860	0	0	78.749	326.87	934.22	778.08	648.65	953.27	898.33	1199.6	0	0	0	0	362370	531050	24224	36779	640.55	1301.9	883.47	762.02	681.3	956.83	867.12	1172.3	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	31166000	1				11	204;389;571;572;3937;4685	False;True;False;False;False;False	205;392;571;572;3953;4706	223;224;225;448;646;647;4386;5204;5205;5206;5207;5208;5209	225;226;227;228;229;459;657;658;4453;5284;5285;5286;5287;5288;5289;5290;5291;5292	225;459;657;658;4453;5284		
A5D8V7	A5D8V7	1	1	1	Coiled-coil domain-containing protein 151	CCDC151	CC151_HUMAN Coiled-coil domain-containing protein 151 OS=Homo sapiens GN=CCDC151 PE=1 SV=1	1	1	1	1	3.7	3.7	3.7	69.139	595	595	0.34025	-0.020485	277770	223740	5135.8	3991.9	0	884.54	443.59	469.4	415.56	988.05	500.22	442.16	0	443.99	0	0	257350	207810	24670	19223	0	1543	430.91	513.9	426.8	959.2	484.75	467.63	0	435.77	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	13377000	1				12	2843	True	2852	3185	3242	3242		
A5PLN7	A5PLN7	1	1	1	Protein FAM149A	FAM149A	F149A_HUMAN Protein FAM149A OS=Homo sapiens GN=FAM149A PE=2 SV=2	1	1	1	1	1.2	1.2	1.2	82.697	773	773	0.53174	-0.57879	639800	842490	0	0	0	2242.1	1775.4	2382.5	1218	2758.1	1784.7	2051.9	0	0	0	0	592590	782300	32794	45125	0	2987	1661.9	2384.1	1283.5	2741.4	1720.1	2045.4	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	37317000	1				13	3041	True	3050	3395	3453	3453		
A5YM72	A5YM72	1	1	1	Carnosine synthase 1	CARNS1	CRNS1_HUMAN Carnosine synthase 1 OS=Homo sapiens GN=CARNS1 PE=1 SV=3	1	1	1	1	1	1	1	88.483	827	827	0.42024	-0.10324	4230300	3130200	0	0	0	1963.6	8571	8741.8	10044	10135	8940	11277	0	376.84	0	0	3918700	2906900	0	211850	6345.5	8091.2	8097.2	8500.2	10107	10157	8758.4	11074	0	658.9	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	0	151350000	1				14	3776	True	3791	4209	4275	4275		
A6H8Y1	A6H8Y1	1	1	1	Transcription factor TFIIIB component B homolog	BDP1	BDP1_HUMAN Transcription factor TFIIIB component B homolog OS=Homo sapiens GN=BDP1 PE=1 SV=3	1	1	1	1	0.4	0.4	0.4	293.88	2624	2624	0.52351	-0.53627	131620	710910	0	0	0	443.17	0	1847.1	485.39	2045.2	443.03	2248.4	0	0	0	0	121930	660190	0	47164	0	1768.6	0	1793.3	470.17	2052.4	433.27	2206.7	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	23380000	1				15	1702	True	1710	1909	1941	1941		
