Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0AVF1	A0AVF1	1	1	1	Intraflagellar transport protein 56	TTC26	IFT56_HUMAN Intraflagellar transport protein 56 OS=Homo sapiens GN=TTC26 PE=2 SV=1	1	1	1	1	1.3	1.3	1.3	64.177	554	554	0.44715	0.36443	111300	175560	2694.9	4659.4	1203.3	2547.6	1901	3836.6	2789.1	4179	2331.6	3135.9	0	180.5	0	0	103120	163070	10497	16538	1561.9	3117.5	1903.1	3819.1	2781.5	4163.3	2290.1	3130.2	0	256.01	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	2963900	1				0	1130	True	1127	1288	1349	1349		
A2RTX5	A2RTX5	1	1	1	Probable threonine--tRNA ligase 2, cytoplasmic	TARSL2	SYTC2_HUMAN Probable threonine--tRNA ligase 2, cytoplasmic OS=Homo sapiens GN=TARSL2 PE=1 SV=1	1	1	1	1	1.2	1.2	1.2	92.644	802	802	0.24699	0.79605	246700	296050	157.75	461.46	4389.8	5921.2	5420.2	7137.6	5650.8	7700.4	5549.4	6320.5	554.75	0	0	0	228530	274930	17880	21036	4742.6	6334	5404.2	7152	5737.6	7688.2	5437.2	6272.7	676.33	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	50881000	1				1	3632	True	3630	4064	4213	4213		
A2RUB1	A2RUB1	1	1	1	Uncharacterized protein C17orf104	C17orf104	MEIOC_HUMAN Meiosis-specific coiled-coil domain-containing protein MEIOC OS=Homo sapiens GN=MEIOC PE=2 SV=3	1	1	1	1	0.7	0.7	0.7	107.56	952	952	0.27669	0.77162	74159	96214	1952.9	2157.3	608.24	1859	1807.6	2380.3	2590.2	3092.4	1333.8	1847.8	480.95	288.91	0	0	68711	89367	7139.1	8702	881.35	2123.4	1779.7	2395.3	2556.2	3050.2	1365.2	1872	492.72	325.35	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	2206300	1				2	2948	True	2950	3314	3447	3447		
A4D0S4	A4D0S4	1	1	1	Laminin subunit beta-4	LAMB4	LAMB4_HUMAN Laminin subunit beta-4 OS=Homo sapiens GN=LAMB4 PE=2 SV=1	1	1	1	1	0.4	0.4	0.4	193.54	1761	1761	0.45426	0.32392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				3	1029	True	1025	1162	1217	1217		
Q702N8;A4UGR9	Q702N8;A4UGR9	1;1	1;1	1;1	Xin actin-binding repeat-containing protein 1;Xin actin-binding repeat-containing protein 2	XIRP1;XIRP2	XIRP1_HUMAN Xin actin-binding repeat-containing protein 1 OS=Homo sapiens GN=XIRP1 PE=1 SV=1;XIRP2_HUMAN Xin actin-binding repeat-containing protein 2 OS=Homo sapiens GN=XIRP2 PE=1 SV=2	2	1	1	1	0.4	0.4	0.4	198.56	1843	1843;3374	0.50657	0.15882	169140	258120	0	0	1387.4	6607.2	2590	4714.6	4688.1	7208.2	2995.1	5980.8	683.61	326.54	0	0	156670	239690	9840.1	16007	1550.1	6684.7	2593.3	4914.3	4616	7115.9	3008.3	5941.1	730.33	471.07	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	664110	1				4	1636	True	1633	1855	1933	1933		
Q6S8J3;A5A3E0;P0CG38;P0CG39;Q6S8J7;Q6S5H5;A6NI47;B2RU33;H3BUK9;Q6S545;Q6S5H4;A0JP26	Q6S8J3;A5A3E0;P0CG38;P0CG39	6;6;5;3;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	POTE ankyrin domain family member E;POTE ankyrin domain family member F;POTE ankyrin domain family member I;POTE ankyrin domain family member J	POTEE;POTEF;POTEI;POTEJ	POTEE_HUMAN POTE ankyrin domain family member E OS=Homo sapiens GN=POTEE PE=2 SV=3;POTEF_HUMAN POTE ankyrin domain family member F OS=Homo sapiens GN=POTEF PE=1 SV=2;POTEI_HUMAN POTE ankyrin domain family member I OS=Homo sapiens GN=POTEI PE=3 SV=1;POTEJ_H	12	6	1	1	5.4	0.7	0.7	121.36	1075	1075;1075;1075;1038;498;508;508;542;544;545;581;581	0.26395	0.77987	109320	153250	3478.1	4680.7	786	2833.2	1844.5	3555.8	3344.3	4146.5	2609.3	2751.4	304.36	0	0	0	101290	142360	11078	15015	1214.5	3334.2	1845.1	3571.2	3308.7	4111.8	2582.5	2758.7	360.1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	6170900	1				5	167;321;460;461;2865;3413	False;True;False;False;False;False	164;318;452;453;2867;3412	185;186;187;363;509;510;3218;3819;3820;3821;3822	187;188;189;190;191;377;527;528;529;530;531;3350;3967;3968;3969;3970	187;377;527;529;3350;3968		
A5YKK6	A5YKK6	1	1	1	CCR4-NOT transcription complex subunit 1	CNOT1	CNOT1_HUMAN CCR4-NOT transcription complex subunit 1 OS=Homo sapiens GN=CNOT1 PE=1 SV=2	1	1	1	1	0.3	0.3	0.3	266.94	2376	2376	0.51022	0.15044	123260	155090	5290.7	6277.1	708.37	2172.4	2147.8	2318.1	1990	4111.2	2851.6	3293.4	0	0	0	0	114220	144070	13763	16614	1287.9	2791.5	2092.3	2386.7	2061.4	4038.3	2749.5	3271.1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	10714000	1				6	4127	True	4122	4629	4786	4786		
A6NC98	A6NC98	1	1	1	Coiled-coil domain-containing protein 88B	CCDC88B	CC88B_HUMAN Coiled-coil domain-containing protein 88B OS=Homo sapiens GN=CCDC88B PE=1 SV=1	1	1	1	1	0.5	0.5	0.5	164.81	1476	1476	0.19276	0.85863	96090	118470	0	0	1196.3	1253.7	2562.7	2522.2	2301.1	2876.8	2086.5	2984.2	0	0	0	0	89008	110020	6130.5	7509	1321.5	1423.6	2500.3	2487.5	2345.7	2880.1	2043	2934.5	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	4454400	1				7	1060	True	1056	1199	1254	1254		
I6L899;F8WBI6;A6NCC3	I6L899;F8WBI6;A6NCC3	1;1;1	1;1;1	1;1;1	Golgin subfamily A member 8R;Golgin subfamily A member 8N;Golgin subfamily A member 8O	GOLGA8R;GOLGA8N;GOLGA8O	GOG8R_HUMAN Golgin subfamily A member 8R OS=Homo sapiens GN=GOLGA8R PE=3 SV=1;GOG8N_HUMAN Golgin subfamily A member 8N OS=Homo sapiens GN=GOLGA8N PE=3 SV=1;GOG8O_HUMAN Golgin subfamily A member 8O OS=Homo sapiens GN=GOLGA8O PE=1 SV=3	3	1	1	1	1.1	1.1	1.1	71.489	631	631;632;632	0.3805	0.64873	121910	198430	143.47	0	1277.8	2756.7	2278.1	5325.6	1798.8	4099.1	1800	3396.7	295.48	0	0	0	112940	184270	8885	12891	1503.9	3043	2228.4	5206.2	1852.6	4158	1767.3	3370.6	328.49	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	8934900	1				8	4054	True	4049	4553	4709	4709		
A6NEH6	A6NEH6	1	1	1	Transmembrane protein 247	TMEM247	TM247_HUMAN Transmembrane protein 247 OS=Homo sapiens GN=TMEM247 PE=4 SV=2	1	1	1	1	5	5	5	25.168	219	219	0.37848	0.65077	15119	24763	0	368.23	297.13	532.81	0	816.05	296.74	636.71	499.72	387.21	0	0	0	0	14005	23000	1054	2067.3	306.97	590.17	0	804.29	295.66	642.13	479.67	390.3	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	2278800	1				9	432	True	425	479	495	495		
