Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0A0B4J1U7	A0A0B4J1U7	1	1	1		IGHV6-1	HV601_HUMAN Immunoglobulin heavy variable 6-1 OS=Homo sapiens GN=IGHV6-1 PE=3 SV=1	1	1	1	1	8.3	8.3	8.3	13.481	121	121	0.5684	-0.80088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				0	5229	True	5245	5772	5904	5904		
A0AVF1	A0AVF1	1	1	1	Intraflagellar transport protein 56	TTC26	IFT56_HUMAN Intraflagellar transport protein 56 OS=Homo sapiens GN=TTC26 PE=2 SV=1	1	1	1	1	1.3	1.3	1.3	64.177	554	554	0.54162	-0.58253	724650	986200	0	8545.4	0	3613.3	2896.7	5731	4613.9	5862.1	4155.5	7135	0	381.16	0	0	671260	915920	48080	76331	0	6054.2	2806.2	5689.8	4598.5	5920.3	4068.3	6991.6	0	552.93	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	85781000	1				1	1354	True	1356	1510	1556	1556		
A1A4S6	A1A4S6	1	1	1	Rho GTPase-activating protein 10	ARHGAP10	RHG10_HUMAN Rho GTPase-activating protein 10 OS=Homo sapiens GN=ARHGAP10 PE=1 SV=1	1	1	1	1	0.9	0.9	0.9	89.374	786	786	0.42758	-0.054604	210920	390270	0	0	1670.7	1424.4	1555	1687.9	1669.4	3007	709.57	3577.4	0	340.43	0	747.97	195380	362430	13942	25657	1949.9	2074.9	1569.4	1722.1	1660.9	2981.3	727.27	3514.2	0	453.79	0	710.71	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	14449000	1				2	1255	True	1256	1403	1447	1447		
A2RUU4	A2RUU4	1	1	1	Colipase-like protein 1	CLPSL1	COLL1_HUMAN Colipase-like protein 1 OS=Homo sapiens GN=CLPSL1 PE=2 SV=1	1	1	1	1	6.6	6.6	6.6	14.056	121	121	0.32805	0.041169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				3	3388	True	3399	3745	3836	3836		
A2VDF0	A2VDF0	1	1	1	Fucose mutarotase	FUOM	FUCM_HUMAN Fucose mutarotase OS=Homo sapiens GN=FUOM PE=1 SV=2	1	1	1	1	5.8	5.8	5.8	16.765	154	154	0.52851	-0.55901	237560	396310	0	1139.1	749.04	2445.9	954.82	3262.7	1294.6	2722.4	1231	2762.1	0	866.72	0	423.11	220060	368050	16441	28556	1168.3	3241.7	957.52	3236.9	1299.7	2763.2	1202.6	2745.8	0	919.94	0	412.27	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	8319700	1				4	1954	True	1958	2176	2232	2232		
A3KMH1	A3KMH1	1	1	1	von Willebrand factor A domain-containing protein 8	VWA8	VWA8_HUMAN von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	214.82	1905	1905	0.43682	-0.083262	1402000	919020	0	3423.8	6134.6	3970.8	7038.4	6183.9	9903.4	6497.4	9434.5	6118.8	0	0	0	0	1298800	853500	95551	66922	8431	5944	7097.1	6137.5	9931.6	6511.7	9216.2	6038.5	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	53631000	1				5	2920	True	2929	3238	3320	3320		
A4D0V7	A4D0V7	1	1	1	Cadherin-like and PC-esterase domain-containing protein 1	CPED1	CPED1_HUMAN Cadherin-like and PC-esterase domain-containing protein 1 OS=Homo sapiens GN=CPED1 PE=2 SV=1	1	1	1	1	0.8	0.8	0.8	117.49	1026	1026	0.45231	-0.12052	23008	19473	891.27	618.27	0	258.92	275.5	0	0	331.4	0	394.96	0	0	0	0	21320	18089	2477.4	1926.9	0	320.53	257.49	0	0	320.74	0	386.44	0	0	0	0	1	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1831100	1				6	4314	True	4330	4751	4857	4857		
Q8IX94;Q86UF2;P0CG41;A4FU28;A4D2H0	Q8IX94;Q86UF2;P0CG41;A4FU28;A4D2H0	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	cTAGE family member 4;cTAGE family member 6;cTAGE family member 8;cTAGE family member 9;cTAGE family member 15	CTAGE4;CTAGE6;CTAGE8;CTAGE9;CTAGE15	CTGE4_HUMAN cTAGE family member 4 OS=Homo sapiens GN=CTAGE4 PE=2 SV=3;CTGE6_HUMAN cTAGE family member 6 OS=Homo sapiens GN=CTAGE6 PE=2 SV=2;CTGE8_HUMAN cTAGE family member 8 OS=Homo sapiens GN=CTAGE8 PE=3 SV=1;CTGE9_HUMAN cTAGE family member 9 OS=Homo sapi	5	1	1	1	1.8	1.8	1.8	87.988	777	777;777;777;777;777	0.33593	0.030783	121750	226350	491.43	808.12	949.96	518.81	507.03	1658.5	415.77	2038.4	637.04	2261.8	0	0	0	0	112790	210210	9188.6	16445	1178.9	1035.4	530.33	1626	435.59	2038.4	613.2	2219	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	35870000	1				7	3094	True	3104	3423	3506	3506		
Q6S8J3;A5A3E0;P0CG38;P0CG39;Q6S8J7;Q6S5H5;A6NI47;B2RU33;H3BUK9;Q6S545;Q6S5H4;A0JP26	Q6S8J3;A5A3E0;P0CG38;P0CG39	6;6;5;3;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	POTE ankyrin domain family member E;POTE ankyrin domain family member F;POTE ankyrin domain family member I;POTE ankyrin domain family member J	POTEE;POTEF;POTEI;POTEJ	POTEE_HUMAN POTE ankyrin domain family member E OS=Homo sapiens GN=POTEE PE=2 SV=3;POTEF_HUMAN POTE ankyrin domain family member F OS=Homo sapiens GN=POTEF PE=1 SV=2;POTEI_HUMAN POTE ankyrin domain family member I OS=Homo sapiens GN=POTEI PE=3 SV=1;POTEJ_H	12	6	1	1	5.4	0.7	0.7	121.36	1075	1075;1075;1075;1038;498;508;508;542;544;545;581;581	0.078488	0.27031	147690	214290	0	546.29	1126.9	403.77	245.69	1660.1	1165.3	1243.4	1108.5	1393.8	0	0	0	0	136810	199010	9353.4	15364	1279.9	886.52	312.58	1600.2	1142.6	1271.4	1082.5	1367.4	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	13502000	1				8	182;357;516;517;3682;4416	False;True;False;False;False;False	182;356;513;514;3696;4432	201;400;575;576;577;4071;4864;4865;4866;4867	203;204;205;206;411;591;592;593;4165;4973;4974;4975;4976;4977;4978;4979;4980	203;411;591;593;4165;4973		
A5PLN7	A5PLN7	1	1	1	Protein FAM149A	FAM149A	F149A_HUMAN Protein FAM149A OS=Homo sapiens GN=FAM149A PE=2 SV=2	1	1	1	1	1.2	1.2	1.2	82.697	773	773	0.52551	-0.55425	444550	551150	0	0	843.6	3141.3	2588.8	3192.6	2773.1	4327.9	2951.3	4834.5	0	467.65	0	0	411790	511820	28698	34588	1544.7	3894.2	2515.8	3242.4	2818.7	4317	2871.6	4755.5	0	574.66	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	13671000	1				9	2798	True	2807	3100	3180	3180		
