Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0AVF1	A0AVF1	1	1	1	Intraflagellar transport protein 56	TTC26	IFT56_HUMAN Intraflagellar transport protein 56 OS=Homo sapiens GN=TTC26 PE=2 SV=1	1	1	1	1	1.3	1.3	1.3	64.177	554	554	0.53293	0.58107	43393	48317	0	0	3127.3	3971.6	3425.2	4958.8	3803.2	5122.1	3759.9	5919.6	0	1169.4	0	835.89	40198	44870	3075.7	3262	3087.2	3916	3438.4	4956.3	3852.2	5164.8	3668.2	5838	0	1311.2	0	806.33	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	3021200	1				0	100	True	102	121	123	123		
B1ANS9	B1ANS9	1	1	1	WD repeat-containing protein 64	WDR64	WDR64_HUMAN WD repeat-containing protein 64 OS=Homo sapiens GN=WDR64 PE=2 SV=1	1	1	1	1	0.9	0.9	0.9	123.63	1081	1081	0	1.6115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				1	112	True	114	133	135	135		
CON__P00761	CON__P00761	3	3	3				1	3	3	3	20.8	20.8	20.8	24.409	231	231	0	13.889	170030	183040	1107.4	25207	3671.7	28416	5516.2	25979	6962.8	23136	5865.2	25630	282.75	18653	0	1346.7	157520	170170	13055	36549	3961.4	29106	5491.9	26296	6981.3	23476	5770.4	25706	332.43	18547	0	1532.9	5	5	4	5	5	5	5	5	5	5	5	5	1	5	0	3	40284000	6			+	2	166;208;379	True;True;True	169;211;383	193;238;239;431;432	196;241;242;434;435;436	196;242;435	0	94
O00213	O00213	1	1	1	Amyloid beta A4 precursor protein-binding family B member 1	APBB1	APBB1_HUMAN Amyloid beta A4 precursor protein-binding family B member 1 OS=Homo sapiens GN=APBB1 PE=1 SV=2	1	1	1	1	1	1	1	77.243	710	710	0.4186	1.3979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				3	305	True	308	349	352	352		
O00270	O00270	1	1	1	12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor	GPR31	GPR31_HUMAN 12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor OS=Homo sapiens GN=GPR31 PE=2 SV=2	1	1	1	1	2.2	2.2	2.2	35.074	319	319	0.48322	1.0407	46054	53199	788.9	1223.2	4056	7702.1	5678.9	7641.9	6831.5	7841.5	4747.1	7891.6	0	385.43	0	0	42670	49414	4096.3	4943.3	4066.2	7562.5	5658	7718.9	6827	7881.6	4705.5	7780.3	0	577.57	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	3032500	1				4	414	True	418	471	476	476		
O00400	O00400	1	1	1	Acetyl-coenzyme A transporter 1	SLC33A1	ACATN_HUMAN Acetyl-coenzyme A transporter 1 OS=Homo sapiens GN=SLC33A1 PE=1 SV=1	1	1	1	1	1.5	1.5	1.5	60.908	549	549	0.50658	0.81949	68405	55382	0	0	3879.5	3776.5	5195.3	4619.4	6354.8	6051.2	4715.3	5279.8	0	1158.5	0	390.07	63367	51431	4520.2	3662.6	3858.2	3735.1	5185.8	4653.2	6357.1	6007.2	4658.1	5261.1	0	1264.1	0	385.76	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	5858400	1				5	241	True	244	281	284	284		
O00443	O00443	1	1	1	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	PIK3C2A	P3C2A_HUMAN Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens GN=PIK3C2A PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	190.68	1686	1686	0.28125	1.5397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				6	170	True	173	198	201	201		
O15523;O00571	O15523;O00571	1;1	1;1	1;1	ATP-dependent RNA helicase DDX3Y;ATP-dependent RNA helicase DDX3X	DDX3Y;DDX3X	DDX3Y_HUMAN ATP-dependent RNA helicase DDX3Y OS=Homo sapiens GN=DDX3Y PE=1 SV=2;DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	2	1	1	1	1.7	1.7	1.7	73.153	660	660;662	0.24719	1.5526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				7	304	True	307	348	351	351		
O15021	O15021	1	1	1	Microtubule-associated serine/threonine-protein kinase 4	MAST4	MAST4_HUMAN Microtubule-associated serine/threonine-protein kinase 4 OS=Homo sapiens GN=MAST4 PE=1 SV=3	1	1	1	1	0.3	0.3	0.3	284.37	2626	2626	0.51613	0.76603	29670	77989	0	0	3900	11153	4114.5	11191	3733.1	13067	2728.1	12159	0	896.07	0	1094	27482	72418	1497.7	4240.9	3757.3	10757	4114.1	11333	3782.9	13043	2697.9	12035	0	1228.5	0	1046.2	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	6373800	1				8	383	True	387	436	440	440		
O15083	O15083	1	1	1	ERC protein 2	ERC2	ERC2_HUMAN ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3	1	1	1	1	1	1	1	110.56	957	957	0.33333	1.5054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				9	86	True	88	105	107	107		
